timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,NL,scr3,electricity,dem,11.1191522485901
h0002,NL,scr3,electricity,dem,10.7966962046341
h0003,NL,scr3,electricity,dem,10.6700821936451
h0004,NL,scr3,electricity,dem,10.7122085672714
h0005,NL,scr3,electricity,dem,11.1114008749637
h0006,NL,scr3,electricity,dem,12.2834008749637
h0007,NL,scr3,electricity,dem,14.089284116722
h0008,NL,scr3,electricity,dem,15.3531165343044
h0009,NL,scr3,electricity,dem,15.9488665343044
h0010,NL,scr3,electricity,dem,16.1338157101286
h0011,NL,scr3,electricity,dem,16.1401920837549
h0012,NL,scr3,electricity,dem,15.9820327430956
h0013,NL,scr3,electricity,dem,15.9397868639747
h0014,NL,scr3,electricity,dem,15.8534613145242
h0015,NL,scr3,electricity,dem,15.8464173584802
h0016,NL,scr3,electricity,dem,16.1735258749637
h0017,NL,scr3,electricity,dem,16.9452964793594
h0018,NL,scr3,electricity,dem,16.6718830178209
h0019,NL,scr3,electricity,dem,16.1500739518868
h0020,NL,scr3,electricity,dem,15.3741027980407
h0021,NL,scr3,electricity,dem,14.4327992266121
h0022,NL,scr3,electricity,dem,13.4179379628758
h0023,NL,scr3,electricity,dem,12.4937497760626
h0024,NL,scr3,electricity,dem,11.6815080178209
