timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,FR,scr8,electricity,dem,68.7224216269476
h0026,FR,scr8,electricity,dem,67.2330095390355
h0027,FR,scr8,electricity,dem,64.4767348137608
h0028,FR,scr8,electricity,dem,63.491069978596
h0029,FR,scr8,electricity,dem,65.3600974511234
h0030,FR,scr8,electricity,dem,69.6291469016729
h0031,FR,scr8,electricity,dem,74.0876523961784
h0032,FR,scr8,electricity,dem,76.0928721763982
h0033,FR,scr8,electricity,dem,77.2429820665081
h0034,FR,scr8,electricity,dem,77.4698776709036
h0035,FR,scr8,electricity,dem,77.5483666818927
h0036,FR,scr8,electricity,dem,77.6112238247498
h0037,FR,scr8,electricity,dem,75.8818062423322
h0038,FR,scr8,electricity,dem,73.8058996489256
h0039,FR,scr8,electricity,dem,71.819058989585
h0040,FR,scr8,electricity,dem,71.2585754731015
h0041,FR,scr8,electricity,dem,73.6063886599147
h0042,FR,scr8,electricity,dem,77.8770534950795
h0043,FR,scr8,electricity,dem,78.7875205280465
h0044,FR,scr8,electricity,dem,75.4848776709036
h0045,FR,scr8,electricity,dem,72.1486908577168
h0046,FR,scr8,electricity,dem,72.5394326159586
h0047,FR,scr8,electricity,dem,73.6360095390355
h0048,FR,scr8,electricity,dem,70.9542073412334
