timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,LU,scr9,solar,avaConv,0.0
h0002,LU,scr9,solar,avaConv,0.0
h0003,LU,scr9,solar,avaConv,0.0
h0004,LU,scr9,solar,avaConv,0.0
h0005,LU,scr9,solar,avaConv,0.0
h0006,LU,scr9,solar,avaConv,0.0
h0007,LU,scr9,solar,avaConv,0.0
h0008,LU,scr9,solar,avaConv,0.000654489963375578
h0009,LU,scr9,solar,avaConv,0.0139026015283369
h0010,LU,scr9,solar,avaConv,0.0361051294777494
h0011,LU,scr9,solar,avaConv,0.0476982206488393
h0012,LU,scr9,solar,avaConv,0.0415234200082406
h0013,LU,scr9,solar,avaConv,0.0348076423475963
h0014,LU,scr9,solar,avaConv,0.0243868993072405
h0015,LU,scr9,solar,avaConv,0.0113720755841316
h0016,LU,scr9,solar,avaConv,0.00103782466138783
h0017,LU,scr9,solar,avaConv,0.0
h0018,LU,scr9,solar,avaConv,0.0
h0019,LU,scr9,solar,avaConv,0.0
h0020,LU,scr9,solar,avaConv,0.0
h0021,LU,scr9,solar,avaConv,0.0
h0022,LU,scr9,solar,avaConv,0.0
h0023,LU,scr9,solar,avaConv,0.0
h0024,LU,scr9,solar,avaConv,0.0
