timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,AT,scr4,electricity,dem,7.68393095623729
h0002,AT,scr4,electricity,dem,7.53967134085267
h0003,AT,scr4,electricity,dem,7.38873864854498
h0004,AT,scr4,electricity,dem,7.480227659534
h0005,AT,scr4,electricity,dem,7.97836364854498
h0006,AT,scr4,electricity,dem,8.7261960661274
h0007,AT,scr4,electricity,dem,9.57966172546806
h0008,AT,scr4,electricity,dem,9.93371254964388
h0009,AT,scr4,electricity,dem,10.0920161210725
h0010,AT,scr4,electricity,dem,10.1744130990944
h0011,AT,scr4,electricity,dem,10.1804501870065
h0012,AT,scr4,electricity,dem,9.97332381338015
h0013,AT,scr4,electricity,dem,9.84715897821531
h0014,AT,scr4,electricity,dem,9.7475243628307
h0015,AT,scr4,electricity,dem,9.74726062656696
h0016,AT,scr4,electricity,dem,9.93430732986366
h0017,AT,scr4,electricity,dem,10.2780257364571
h0018,AT,scr4,electricity,dem,10.2589323298637
h0019,AT,scr4,electricity,dem,9.7705971650285
h0020,AT,scr4,electricity,dem,9.27639249469883
h0021,AT,scr4,electricity,dem,8.76480183535817
h0022,AT,scr4,electricity,dem,8.7068677694241
h0023,AT,scr4,electricity,dem,8.26213013206146
h0024,AT,scr4,electricity,dem,7.94058342876476
