timestep_4,region_1,scenario_1,technology_1,parameter,value
h0049,NL,scr8,wind,avaConv,0.468734551074226
h0050,NL,scr8,wind,avaConv,0.526116655867946
h0051,NL,scr8,wind,avaConv,0.542164583975935
h0052,NL,scr8,wind,avaConv,0.626814068340106
h0053,NL,scr8,wind,avaConv,0.69184794647052
h0054,NL,scr8,wind,avaConv,0.762312017215909
h0055,NL,scr8,wind,avaConv,0.81342682753745
h0056,NL,scr8,wind,avaConv,0.814655862753184
h0057,NL,scr8,wind,avaConv,0.8314661885715
h0058,NL,scr8,wind,avaConv,0.857706760605252
h0059,NL,scr8,wind,avaConv,0.923590414150542
h0060,NL,scr8,wind,avaConv,0.966029556121543
h0061,NL,scr8,wind,avaConv,0.971774957875645
h0062,NL,scr8,wind,avaConv,0.965110783340982
h0063,NL,scr8,wind,avaConv,0.929731824171012
h0064,NL,scr8,wind,avaConv,0.887938099535537
h0065,NL,scr8,wind,avaConv,0.900822790075557
h0066,NL,scr8,wind,avaConv,0.937746521607571
h0067,NL,scr8,wind,avaConv,0.941589185254448
h0068,NL,scr8,wind,avaConv,0.91666639271969
h0069,NL,scr8,wind,avaConv,0.862943624781203
h0070,NL,scr8,wind,avaConv,0.802610362442526
h0071,NL,scr8,wind,avaConv,0.765946999994442
h0072,NL,scr8,wind,avaConv,0.742042815673665
