timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,LU,scr10,solar,avaConv,0.0
h0074,LU,scr10,solar,avaConv,0.0
h0075,LU,scr10,solar,avaConv,0.0
h0076,LU,scr10,solar,avaConv,0.0
h0077,LU,scr10,solar,avaConv,0.0
h0078,LU,scr10,solar,avaConv,0.0
h0079,LU,scr10,solar,avaConv,0.0
h0080,LU,scr10,solar,avaConv,0.00545523869219373
h0081,LU,scr10,solar,avaConv,0.0889384448843678
h0082,LU,scr10,solar,avaConv,0.195511611524254
h0083,LU,scr10,solar,avaConv,0.270955633271987
h0084,LU,scr10,solar,avaConv,0.299687713805459
h0085,LU,scr10,solar,avaConv,0.277911150321789
h0086,LU,scr10,solar,avaConv,0.209156917331324
h0087,LU,scr10,solar,avaConv,0.106049705853769
h0088,LU,scr10,solar,avaConv,0.0120085249054554
h0089,LU,scr10,solar,avaConv,0.0
h0090,LU,scr10,solar,avaConv,0.0
h0091,LU,scr10,solar,avaConv,0.0
h0092,LU,scr10,solar,avaConv,0.0
h0093,LU,scr10,solar,avaConv,0.0
h0094,LU,scr10,solar,avaConv,0.0
h0095,LU,scr10,solar,avaConv,0.0
h0096,LU,scr10,solar,avaConv,0.0
