timestep_4,region_1,scenario_1,technology_1,parameter,value
h0049,CH,scr10,wind,avaConv,0.0278902382706474
h0050,CH,scr10,wind,avaConv,0.0309901714698173
h0051,CH,scr10,wind,avaConv,0.0245437028140261
h0052,CH,scr10,wind,avaConv,0.0180653554112904
h0053,CH,scr10,wind,avaConv,0.0140904056009501
h0054,CH,scr10,wind,avaConv,0.0107453358362683
h0055,CH,scr10,wind,avaConv,0.00700159853911049
h0056,CH,scr10,wind,avaConv,0.00510792775984928
h0057,CH,scr10,wind,avaConv,0.00191858750004095
h0058,CH,scr10,wind,avaConv,0.0
h0059,CH,scr10,wind,avaConv,0.0
h0060,CH,scr10,wind,avaConv,0.0
h0061,CH,scr10,wind,avaConv,0.0
h0062,CH,scr10,wind,avaConv,0.0
h0063,CH,scr10,wind,avaConv,0.0
h0064,CH,scr10,wind,avaConv,0.0
h0065,CH,scr10,wind,avaConv,0.0
h0066,CH,scr10,wind,avaConv,0.0
h0067,CH,scr10,wind,avaConv,0.0
h0068,CH,scr10,wind,avaConv,0.0
h0069,CH,scr10,wind,avaConv,0.0
h0070,CH,scr10,wind,avaConv,0.0
h0071,CH,scr10,wind,avaConv,0.0
h0072,CH,scr10,wind,avaConv,0.0
