timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0049,CH,scr3,electricity,dem,6.20739792345473
h0050,CH,scr3,electricity,dem,6.25234847290528
h0051,CH,scr3,electricity,dem,6.27638143993824
h0052,CH,scr3,electricity,dem,6.31029352785033
h0053,CH,scr3,electricity,dem,6.21081550587231
h0054,CH,scr3,electricity,dem,6.30741440697121
h0055,CH,scr3,electricity,dem,6.47457374763055
h0056,CH,scr3,electricity,dem,6.88254078059758
h0057,CH,scr3,electricity,dem,7.20035396741077
h0058,CH,scr3,electricity,dem,7.29504078059758
h0059,CH,scr3,electricity,dem,7.35549133004814
h0060,CH,scr3,electricity,dem,7.30477154982835
h0061,CH,scr3,electricity,dem,7.17766715422396
h0062,CH,scr3,electricity,dem,7.18299133004813
h0063,CH,scr3,electricity,dem,7.07935946191627
h0064,CH,scr3,electricity,dem,7.02183748389429
h0065,CH,scr3,electricity,dem,7.08876056081736
h0066,CH,scr3,electricity,dem,7.27435946191626
h0067,CH,scr3,electricity,dem,7.38817264872945
h0068,CH,scr3,electricity,dem,7.1412330882899
h0069,CH,scr3,electricity,dem,6.75035396741077
h0070,CH,scr3,electricity,dem,6.49094737400417
h0071,CH,scr3,electricity,dem,6.43088143993824
h0072,CH,scr3,electricity,dem,6.27296935202615
