timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,LU,scr1,electricity,dem,0.516213541343535
h0002,LU,scr1,electricity,dem,0.496047332552326
h0003,LU,scr1,electricity,dem,0.487295958925953
h0004,LU,scr1,electricity,dem,0.48462837650837
h0005,LU,scr1,electricity,dem,0.494095409475403
h0006,LU,scr1,electricity,dem,0.501295958925952
h0007,LU,scr1,electricity,dem,0.534326178706172
h0008,LU,scr1,electricity,dem,0.575415464420458
h0009,LU,scr1,electricity,dem,0.601426453431447
h0010,LU,scr1,electricity,dem,0.614995134750128
h0011,LU,scr1,electricity,dem,0.62684815672815
h0012,LU,scr1,electricity,dem,0.630228651233645
h0013,LU,scr1,electricity,dem,0.620205299585293
h0014,LU,scr1,electricity,dem,0.607731398486392
h0015,LU,scr1,electricity,dem,0.596052827057821
h0016,LU,scr1,electricity,dem,0.592122882002876
h0017,LU,scr1,electricity,dem,0.605786343541337
h0018,LU,scr1,electricity,dem,0.631426453431447
h0019,LU,scr1,electricity,dem,0.635069310574304
h0020,LU,scr1,electricity,dem,0.610779475409469
h0021,LU,scr1,electricity,dem,0.572633871013865
h0022,LU,scr1,electricity,dem,0.566934695189689
h0023,LU,scr1,electricity,dem,0.566635244640239
h0024,LU,scr1,electricity,dem,0.543140739145733
