timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,AT,scr11,electricity,dem,6.62606622860729
h0074,AT,scr11,electricity,dem,6.48180661322267
h0075,AT,scr11,electricity,dem,6.33087392091498
h0076,AT,scr11,electricity,dem,6.42236293190399
h0077,AT,scr11,electricity,dem,6.92049892091498
h0078,AT,scr11,electricity,dem,7.6683313384974
h0079,AT,scr11,electricity,dem,8.52179699783806
h0080,AT,scr11,electricity,dem,8.87584782201388
h0081,AT,scr11,electricity,dem,9.03415139344246
h0082,AT,scr11,electricity,dem,9.11654837146443
h0083,AT,scr11,electricity,dem,9.12258545937652
h0084,AT,scr11,electricity,dem,8.91545908575015
h0085,AT,scr11,electricity,dem,8.78929425058531
h0086,AT,scr11,electricity,dem,8.6896596352007
h0087,AT,scr11,electricity,dem,8.68939589893696
h0088,AT,scr11,electricity,dem,8.87644260223366
h0089,AT,scr11,electricity,dem,9.22016100882707
h0090,AT,scr11,electricity,dem,9.20106760223366
h0091,AT,scr11,electricity,dem,8.7127324373985
h0092,AT,scr11,electricity,dem,8.21852776706883
h0093,AT,scr11,electricity,dem,7.70693710772817
h0094,AT,scr11,electricity,dem,7.6490030417941
h0095,AT,scr11,electricity,dem,7.20426540443146
h0096,AT,scr11,electricity,dem,6.88271870113476
