timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,BE,scr12,solar,avaConv,0.0
h0002,BE,scr12,solar,avaConv,0.0
h0003,BE,scr12,solar,avaConv,0.0
h0004,BE,scr12,solar,avaConv,0.0
h0005,BE,scr12,solar,avaConv,0.0
h0006,BE,scr12,solar,avaConv,0.0
h0007,BE,scr12,solar,avaConv,0.0
h0008,BE,scr12,solar,avaConv,3.2095860359127e-5
h0009,BE,scr12,solar,avaConv,0.0075239627176603
h0010,BE,scr12,solar,avaConv,0.02430054859086
h0011,BE,scr12,solar,avaConv,0.0380600411831973
h0012,BE,scr12,solar,avaConv,0.041003679695865
h0013,BE,scr12,solar,avaConv,0.0326262965263772
h0014,BE,scr12,solar,avaConv,0.0245271341581168
h0015,BE,scr12,solar,avaConv,0.0103941910496037
h0016,BE,scr12,solar,avaConv,0.000700161062340356
h0017,BE,scr12,solar,avaConv,0.0
h0018,BE,scr12,solar,avaConv,0.0
h0019,BE,scr12,solar,avaConv,0.0
h0020,BE,scr12,solar,avaConv,0.0
h0021,BE,scr12,solar,avaConv,0.0
h0022,BE,scr12,solar,avaConv,0.0
h0023,BE,scr12,solar,avaConv,0.0
h0024,BE,scr12,solar,avaConv,0.0
