timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,BE,scr3,wind,avaConv,0.999999991490497
h0074,BE,scr3,wind,avaConv,0.999991242803888
h0075,BE,scr3,wind,avaConv,0.999446745570116
h0076,BE,scr3,wind,avaConv,0.999398696319943
h0077,BE,scr3,wind,avaConv,0.999827758858202
h0078,BE,scr3,wind,avaConv,0.999536745100187
h0079,BE,scr3,wind,avaConv,0.999239575290151
h0080,BE,scr3,wind,avaConv,0.997412070610809
h0081,BE,scr3,wind,avaConv,0.990756878517863
h0082,BE,scr3,wind,avaConv,0.986882005531601
h0083,BE,scr3,wind,avaConv,0.984586204879759
h0084,BE,scr3,wind,avaConv,0.98494549272547
h0085,BE,scr3,wind,avaConv,0.984557557123278
h0086,BE,scr3,wind,avaConv,0.978078443942455
h0087,BE,scr3,wind,avaConv,0.977052231412836
h0088,BE,scr3,wind,avaConv,0.964407205534518
h0089,BE,scr3,wind,avaConv,0.907141729839836
h0090,BE,scr3,wind,avaConv,0.91305675944398
h0091,BE,scr3,wind,avaConv,0.8504012283881
h0092,BE,scr3,wind,avaConv,0.819639547835218
h0093,BE,scr3,wind,avaConv,0.711552601314111
h0094,BE,scr3,wind,avaConv,0.585470127023911
h0095,BE,scr3,wind,avaConv,0.502126955412376
h0096,BE,scr3,wind,avaConv,0.485569576838238
