timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,LU,scr8,wind,avaConv,0.131281533173336
h0074,LU,scr8,wind,avaConv,0.111786663125987
h0075,LU,scr8,wind,avaConv,0.0619291251833022
h0076,LU,scr8,wind,avaConv,0.0756031589923554
h0077,LU,scr8,wind,avaConv,0.146098661918513
h0078,LU,scr8,wind,avaConv,0.277022895628847
h0079,LU,scr8,wind,avaConv,0.409754232267574
h0080,LU,scr8,wind,avaConv,0.517675544054101
h0081,LU,scr8,wind,avaConv,0.715590542669834
h0082,LU,scr8,wind,avaConv,0.964884546230309
h0083,LU,scr8,wind,avaConv,0.982900647441015
h0084,LU,scr8,wind,avaConv,0.993127403776479
h0085,LU,scr8,wind,avaConv,0.998613433983504
h0086,LU,scr8,wind,avaConv,0.998872471093405
h0087,LU,scr8,wind,avaConv,0.99876544662021
h0088,LU,scr8,wind,avaConv,0.994219511278662
h0089,LU,scr8,wind,avaConv,0.989571681776934
h0090,LU,scr8,wind,avaConv,0.988440032204172
h0091,LU,scr8,wind,avaConv,0.981072234080536
h0092,LU,scr8,wind,avaConv,0.973124720117166
h0093,LU,scr8,wind,avaConv,0.959505816943269
h0094,LU,scr8,wind,avaConv,0.940051199455462
h0095,LU,scr8,wind,avaConv,0.925306684666332
h0096,LU,scr8,wind,avaConv,0.906850685967504
