timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,NL,scr12,electricity,dem,10.9061090942901
h0026,NL,scr12,electricity,dem,10.5836530503341
h0027,NL,scr12,electricity,dem,10.4570390393451
h0028,NL,scr12,electricity,dem,10.4991654129714
h0029,NL,scr12,electricity,dem,10.8983577206637
h0030,NL,scr12,electricity,dem,12.0703577206637
h0031,NL,scr12,electricity,dem,13.876240962422
h0032,NL,scr12,electricity,dem,15.1400733800044
h0033,NL,scr12,electricity,dem,15.7358233800044
h0034,NL,scr12,electricity,dem,15.9207725558286
h0035,NL,scr12,electricity,dem,15.9271489294549
h0036,NL,scr12,electricity,dem,15.7689895887956
h0037,NL,scr12,electricity,dem,15.7267437096747
h0038,NL,scr12,electricity,dem,15.6404181602242
h0039,NL,scr12,electricity,dem,15.6333742041802
h0040,NL,scr12,electricity,dem,15.9604827206637
h0041,NL,scr12,electricity,dem,16.7322533250593
h0042,NL,scr12,electricity,dem,16.4588398635209
h0043,NL,scr12,electricity,dem,15.9370307975868
h0044,NL,scr12,electricity,dem,15.1610596437407
h0045,NL,scr12,electricity,dem,14.2197560723121
h0046,NL,scr12,electricity,dem,13.2048948085758
h0047,NL,scr12,electricity,dem,12.2807066217626
h0048,NL,scr12,electricity,dem,11.4684648635209
