timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,NL,scr5,electricity,dem,10.9533296134901
h0074,NL,scr5,electricity,dem,10.6308735695341
h0075,NL,scr5,electricity,dem,10.5042595585451
h0076,NL,scr5,electricity,dem,10.5463859321714
h0077,NL,scr5,electricity,dem,10.9455782398637
h0078,NL,scr5,electricity,dem,12.1175782398637
h0079,NL,scr5,electricity,dem,13.923461481622
h0080,NL,scr5,electricity,dem,15.1872938992044
h0081,NL,scr5,electricity,dem,15.7830438992044
h0082,NL,scr5,electricity,dem,15.9679930750286
h0083,NL,scr5,electricity,dem,15.9743694486549
h0084,NL,scr5,electricity,dem,15.8162101079956
h0085,NL,scr5,electricity,dem,15.7739642288747
h0086,NL,scr5,electricity,dem,15.6876386794242
h0087,NL,scr5,electricity,dem,15.6805947233802
h0088,NL,scr5,electricity,dem,16.0077032398637
h0089,NL,scr5,electricity,dem,16.7794738442593
h0090,NL,scr5,electricity,dem,16.5060603827209
h0091,NL,scr5,electricity,dem,15.9842513167868
h0092,NL,scr5,electricity,dem,15.2082801629407
h0093,NL,scr5,electricity,dem,14.2669765915121
h0094,NL,scr5,electricity,dem,13.2521153277758
h0095,NL,scr5,electricity,dem,12.3279271409626
h0096,NL,scr5,electricity,dem,11.5156853827209
