timestep_4,region_1,scenario_1,technology_1,parameter,value
h0049,NL,scr3,wind,avaConv,0.952027311376338
h0050,NL,scr3,wind,avaConv,0.965911649658114
h0051,NL,scr3,wind,avaConv,0.968813239328632
h0052,NL,scr3,wind,avaConv,0.970298888944813
h0053,NL,scr3,wind,avaConv,0.972422355603071
h0054,NL,scr3,wind,avaConv,0.977347186104655
h0055,NL,scr3,wind,avaConv,0.990566223873309
h0056,NL,scr3,wind,avaConv,0.999859260522529
h0057,NL,scr3,wind,avaConv,0.999999952495272
h0058,NL,scr3,wind,avaConv,0.7733866742259
h0059,NL,scr3,wind,avaConv,0.417512973896802
h0060,NL,scr3,wind,avaConv,0.213069263508965
h0061,NL,scr3,wind,avaConv,0.148504379230998
h0062,NL,scr3,wind,avaConv,0.355976696812263
h0063,NL,scr3,wind,avaConv,0.669721825114128
h0064,NL,scr3,wind,avaConv,0.813513372111132
h0065,NL,scr3,wind,avaConv,0.693246943191008
h0066,NL,scr3,wind,avaConv,0.621493793462271
h0067,NL,scr3,wind,avaConv,0.56978139407887
h0068,NL,scr3,wind,avaConv,0.47651828328977
h0069,NL,scr3,wind,avaConv,0.377039900376984
h0070,NL,scr3,wind,avaConv,0.435781560523723
h0071,NL,scr3,wind,avaConv,0.713303943197853
h0072,NL,scr3,wind,avaConv,0.8436404594843
