timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,AT,scr11,electricity,dem,6.63230188118729
h0002,AT,scr11,electricity,dem,6.48804226580267
h0003,AT,scr11,electricity,dem,6.33710957349498
h0004,AT,scr11,electricity,dem,6.428598584484
h0005,AT,scr11,electricity,dem,6.92673457349498
h0006,AT,scr11,electricity,dem,7.6745669910774
h0007,AT,scr11,electricity,dem,8.52803265041806
h0008,AT,scr11,electricity,dem,8.88208347459388
h0009,AT,scr11,electricity,dem,9.04038704602246
h0010,AT,scr11,electricity,dem,9.12278402404443
h0011,AT,scr11,electricity,dem,9.12882111195652
h0012,AT,scr11,electricity,dem,8.92169473833015
h0013,AT,scr11,electricity,dem,8.79552990316531
h0014,AT,scr11,electricity,dem,8.6958952877807
h0015,AT,scr11,electricity,dem,8.69563155151696
h0016,AT,scr11,electricity,dem,8.88267825481366
h0017,AT,scr11,electricity,dem,9.22639666140707
h0018,AT,scr11,electricity,dem,9.20730325481366
h0019,AT,scr11,electricity,dem,8.7189680899785
h0020,AT,scr11,electricity,dem,8.22476341964883
h0021,AT,scr11,electricity,dem,7.71317276030817
h0022,AT,scr11,electricity,dem,7.6552386943741
h0023,AT,scr11,electricity,dem,7.21050105701146
h0024,AT,scr11,electricity,dem,6.88895435371476
