timestep_4,region_1,scenario_1,technology_1,parameter,value
h0049,CH,scr2,solar,avaConv,0.0
h0050,CH,scr2,solar,avaConv,0.0
h0051,CH,scr2,solar,avaConv,0.0
h0052,CH,scr2,solar,avaConv,0.0
h0053,CH,scr2,solar,avaConv,0.0
h0054,CH,scr2,solar,avaConv,0.0
h0055,CH,scr2,solar,avaConv,0.0
h0056,CH,scr2,solar,avaConv,0.0121122811297693
h0057,CH,scr2,solar,avaConv,0.0849640338769156
h0058,CH,scr2,solar,avaConv,0.16867146919515
h0059,CH,scr2,solar,avaConv,0.226778933384658
h0060,CH,scr2,solar,avaConv,0.249192161065021
h0061,CH,scr2,solar,avaConv,0.228201265333028
h0062,CH,scr2,solar,avaConv,0.162060641963314
h0063,CH,scr2,solar,avaConv,0.0794568209750943
h0064,CH,scr2,solar,avaConv,0.00995145032108572
h0065,CH,scr2,solar,avaConv,0.0
h0066,CH,scr2,solar,avaConv,0.0
h0067,CH,scr2,solar,avaConv,0.0
h0068,CH,scr2,solar,avaConv,0.0
h0069,CH,scr2,solar,avaConv,0.0
h0070,CH,scr2,solar,avaConv,0.0
h0071,CH,scr2,solar,avaConv,0.0
h0072,CH,scr2,solar,avaConv,0.0
