timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,NL,scr1,electricity,dem,11.1727088903901
h0026,NL,scr1,electricity,dem,10.8502528464341
h0027,NL,scr1,electricity,dem,10.7236388354451
h0028,NL,scr1,electricity,dem,10.7657652090714
h0029,NL,scr1,electricity,dem,11.1649575167637
h0030,NL,scr1,electricity,dem,12.3369575167637
h0031,NL,scr1,electricity,dem,14.142840758522
h0032,NL,scr1,electricity,dem,15.4066731761044
h0033,NL,scr1,electricity,dem,16.0024231761044
h0034,NL,scr1,electricity,dem,16.1873723519286
h0035,NL,scr1,electricity,dem,16.1937487255549
h0036,NL,scr1,electricity,dem,16.0355893848956
h0037,NL,scr1,electricity,dem,15.9933435057747
h0038,NL,scr1,electricity,dem,15.9070179563242
h0039,NL,scr1,electricity,dem,15.8999740002802
h0040,NL,scr1,electricity,dem,16.2270825167637
h0041,NL,scr1,electricity,dem,16.9988531211594
h0042,NL,scr1,electricity,dem,16.7254396596209
h0043,NL,scr1,electricity,dem,16.2036305936868
h0044,NL,scr1,electricity,dem,15.4276594398407
h0045,NL,scr1,electricity,dem,14.4863558684121
h0046,NL,scr1,electricity,dem,13.4714946046758
h0047,NL,scr1,electricity,dem,12.5473064178626
h0048,NL,scr1,electricity,dem,11.7350646596209
