timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,DE,scr18,wind,avaConv,0.331284231430352
h0002,DE,scr18,wind,avaConv,0.407510106943952
h0003,DE,scr18,wind,avaConv,0.482252892222475
h0004,DE,scr18,wind,avaConv,0.525680411025145
h0005,DE,scr18,wind,avaConv,0.553658048910205
h0006,DE,scr18,wind,avaConv,0.600244551861961
h0007,DE,scr18,wind,avaConv,0.662519141796607
h0008,DE,scr18,wind,avaConv,0.718909502387299
h0009,DE,scr18,wind,avaConv,0.774689575765987
h0010,DE,scr18,wind,avaConv,0.823925722087612
h0011,DE,scr18,wind,avaConv,0.830328923382417
h0012,DE,scr18,wind,avaConv,0.84809484750519
h0013,DE,scr18,wind,avaConv,0.827288408795354
h0014,DE,scr18,wind,avaConv,0.769621225215862
h0015,DE,scr18,wind,avaConv,0.680720007539854
h0016,DE,scr18,wind,avaConv,0.613506509841396
h0017,DE,scr18,wind,avaConv,0.63417995307626
h0018,DE,scr18,wind,avaConv,0.658451112757629
h0019,DE,scr18,wind,avaConv,0.714515763242482
h0020,DE,scr18,wind,avaConv,0.759132439977124
h0021,DE,scr18,wind,avaConv,0.799242620719951
h0022,DE,scr18,wind,avaConv,0.839066488910041
h0023,DE,scr18,wind,avaConv,0.86174946249985
h0024,DE,scr18,wind,avaConv,0.904132706554236
