timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,LU,scr14,electricity,dem,0.404381437308535
h0074,LU,scr14,electricity,dem,0.384215228517326
h0075,LU,scr14,electricity,dem,0.375463854890953
h0076,LU,scr14,electricity,dem,0.37279627247337
h0077,LU,scr14,electricity,dem,0.382263305440403
h0078,LU,scr14,electricity,dem,0.389463854890952
h0079,LU,scr14,electricity,dem,0.422494074671172
h0080,LU,scr14,electricity,dem,0.463583360385458
h0081,LU,scr14,electricity,dem,0.489594349396447
h0082,LU,scr14,electricity,dem,0.503163030715128
h0083,LU,scr14,electricity,dem,0.51501605269315
h0084,LU,scr14,electricity,dem,0.518396547198645
h0085,LU,scr14,electricity,dem,0.508373195550293
h0086,LU,scr14,electricity,dem,0.495899294451392
h0087,LU,scr14,electricity,dem,0.484220723022821
h0088,LU,scr14,electricity,dem,0.480290777967876
h0089,LU,scr14,electricity,dem,0.493954239506337
h0090,LU,scr14,electricity,dem,0.519594349396447
h0091,LU,scr14,electricity,dem,0.523237206539304
h0092,LU,scr14,electricity,dem,0.498947371374469
h0093,LU,scr14,electricity,dem,0.460801766978865
h0094,LU,scr14,electricity,dem,0.455102591154689
h0095,LU,scr14,electricity,dem,0.454803140605239
h0096,LU,scr14,electricity,dem,0.431308635110733
