timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,CH,scr14,wind,avaConv,0.0660263136871974
h0074,CH,scr14,wind,avaConv,0.0506287458896475
h0075,CH,scr14,wind,avaConv,0.0265642896296163
h0076,CH,scr14,wind,avaConv,0.00842158531495107
h0077,CH,scr14,wind,avaConv,0.00651685515203403
h0078,CH,scr14,wind,avaConv,0.00740016618957225
h0079,CH,scr14,wind,avaConv,0.00611598897120542
h0080,CH,scr14,wind,avaConv,0.00766049254515097
h0081,CH,scr14,wind,avaConv,0.00731432335701801
h0082,CH,scr14,wind,avaConv,0.0100015984137759
h0083,CH,scr14,wind,avaConv,0.0242673205641797
h0084,CH,scr14,wind,avaConv,0.0378014637114055
h0085,CH,scr14,wind,avaConv,0.0496180186301237
h0086,CH,scr14,wind,avaConv,0.0370932025594977
h0087,CH,scr14,wind,avaConv,0.0500874729603131
h0088,CH,scr14,wind,avaConv,0.0598709172154417
h0089,CH,scr14,wind,avaConv,0.118632641018301
h0090,CH,scr14,wind,avaConv,0.0391765476756225
h0091,CH,scr14,wind,avaConv,0.00850393041187861
h0092,CH,scr14,wind,avaConv,0.018860225861783
h0093,CH,scr14,wind,avaConv,0.0344477003617875
h0094,CH,scr14,wind,avaConv,0.0310265811709691
h0095,CH,scr14,wind,avaConv,0.0156811452048096
h0096,CH,scr14,wind,avaConv,0.0148339101031531
