timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,CH,scr10,electricity,dem,6.31209987615473
h0002,CH,scr10,electricity,dem,6.35705042560528
h0003,CH,scr10,electricity,dem,6.38108339263824
h0004,CH,scr10,electricity,dem,6.41499548055033
h0005,CH,scr10,electricity,dem,6.31551745857231
h0006,CH,scr10,electricity,dem,6.41211635967121
h0007,CH,scr10,electricity,dem,6.57927570033055
h0008,CH,scr10,electricity,dem,6.98724273329758
h0009,CH,scr10,electricity,dem,7.30505592011077
h0010,CH,scr10,electricity,dem,7.39974273329758
h0011,CH,scr10,electricity,dem,7.46019328274814
h0012,CH,scr10,electricity,dem,7.40947350252835
h0013,CH,scr10,electricity,dem,7.28236910692396
h0014,CH,scr10,electricity,dem,7.28769328274813
h0015,CH,scr10,electricity,dem,7.18406141461627
h0016,CH,scr10,electricity,dem,7.12653943659429
h0017,CH,scr10,electricity,dem,7.19346251351736
h0018,CH,scr10,electricity,dem,7.37906141461626
h0019,CH,scr10,electricity,dem,7.49287460142945
h0020,CH,scr10,electricity,dem,7.2459350409899
h0021,CH,scr10,electricity,dem,6.85505592011077
h0022,CH,scr10,electricity,dem,6.59564932670417
h0023,CH,scr10,electricity,dem,6.53558339263824
h0024,CH,scr10,electricity,dem,6.37767130472615
