timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,NL,scr7,solar,avaConv,0.0
h0002,NL,scr7,solar,avaConv,0.0
h0003,NL,scr7,solar,avaConv,0.0
h0004,NL,scr7,solar,avaConv,0.0
h0005,NL,scr7,solar,avaConv,0.0
h0006,NL,scr7,solar,avaConv,0.0
h0007,NL,scr7,solar,avaConv,0.0
h0008,NL,scr7,solar,avaConv,-3.50330984231556e-6
h0009,NL,scr7,solar,avaConv,0.00605057941868449
h0010,NL,scr7,solar,avaConv,0.0249655910946157
h0011,NL,scr7,solar,avaConv,0.0456281341129442
h0012,NL,scr7,solar,avaConv,0.0659817211693813
h0013,NL,scr7,solar,avaConv,0.070520996812986
h0014,NL,scr7,solar,avaConv,0.0506188870637699
h0015,NL,scr7,solar,avaConv,0.0178227061755922
h0016,NL,scr7,solar,avaConv,0.000596156465417293
h0017,NL,scr7,solar,avaConv,0.0
h0018,NL,scr7,solar,avaConv,0.0
h0019,NL,scr7,solar,avaConv,0.0
h0020,NL,scr7,solar,avaConv,0.0
h0021,NL,scr7,solar,avaConv,0.0
h0022,NL,scr7,solar,avaConv,0.0
h0023,NL,scr7,solar,avaConv,0.0
h0024,NL,scr7,solar,avaConv,0.0
