timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,AT,scr12,electricity,dem,5.11862523344729
h0002,AT,scr12,electricity,dem,4.97436561806267
h0003,AT,scr12,electricity,dem,4.82343292575498
h0004,AT,scr12,electricity,dem,4.91492193674399
h0005,AT,scr12,electricity,dem,5.41305792575498
h0006,AT,scr12,electricity,dem,6.1608903433374
h0007,AT,scr12,electricity,dem,7.01435600267806
h0008,AT,scr12,electricity,dem,7.36840682685388
h0009,AT,scr12,electricity,dem,7.52671039828246
h0010,AT,scr12,electricity,dem,7.60910737630443
h0011,AT,scr12,electricity,dem,7.61514446421652
h0012,AT,scr12,electricity,dem,7.40801809059015
h0013,AT,scr12,electricity,dem,7.28185325542531
h0014,AT,scr12,electricity,dem,7.1822186400407
h0015,AT,scr12,electricity,dem,7.18195490377696
h0016,AT,scr12,electricity,dem,7.36900160707366
h0017,AT,scr12,electricity,dem,7.71272001366707
h0018,AT,scr12,electricity,dem,7.69362660707366
h0019,AT,scr12,electricity,dem,7.2052914422385
h0020,AT,scr12,electricity,dem,6.71108677190883
h0021,AT,scr12,electricity,dem,6.19949611256817
h0022,AT,scr12,electricity,dem,6.1415620466341
h0023,AT,scr12,electricity,dem,5.69682440927146
h0024,AT,scr12,electricity,dem,5.37527770597476
