timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0049,AT,scr5,electricity,dem,6.76372670819729
h0050,AT,scr5,electricity,dem,6.61946709281267
h0051,AT,scr5,electricity,dem,6.46853440050498
h0052,AT,scr5,electricity,dem,6.56002341149399
h0053,AT,scr5,electricity,dem,7.05815940050498
h0054,AT,scr5,electricity,dem,7.8059918180874
h0055,AT,scr5,electricity,dem,8.65945747742806
h0056,AT,scr5,electricity,dem,9.01350830160388
h0057,AT,scr5,electricity,dem,9.17181187303246
h0058,AT,scr5,electricity,dem,9.25420885105443
h0059,AT,scr5,electricity,dem,9.26024593896652
h0060,AT,scr5,electricity,dem,9.05311956534015
h0061,AT,scr5,electricity,dem,8.92695473017531
h0062,AT,scr5,electricity,dem,8.8273201147907
h0063,AT,scr5,electricity,dem,8.82705637852696
h0064,AT,scr5,electricity,dem,9.01410308182366
h0065,AT,scr5,electricity,dem,9.35782148841707
h0066,AT,scr5,electricity,dem,9.33872808182366
h0067,AT,scr5,electricity,dem,8.8503929169885
h0068,AT,scr5,electricity,dem,8.35618824665883
h0069,AT,scr5,electricity,dem,7.84459758731817
h0070,AT,scr5,electricity,dem,7.7866635213841
h0071,AT,scr5,electricity,dem,7.34192588402146
h0072,AT,scr5,electricity,dem,7.02037918072476
