timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,CH,scr8,electricity,dem,7.17526593864473
h0026,CH,scr8,electricity,dem,7.22021648809528
h0027,CH,scr8,electricity,dem,7.24424945512824
h0028,CH,scr8,electricity,dem,7.27816154304033
h0029,CH,scr8,electricity,dem,7.17868352106231
h0030,CH,scr8,electricity,dem,7.27528242216121
h0031,CH,scr8,electricity,dem,7.44244176282055
h0032,CH,scr8,electricity,dem,7.85040879578758
h0033,CH,scr8,electricity,dem,8.16822198260077
h0034,CH,scr8,electricity,dem,8.26290879578759
h0035,CH,scr8,electricity,dem,8.32335934523814
h0036,CH,scr8,electricity,dem,8.27263956501835
h0037,CH,scr8,electricity,dem,8.14553516941396
h0038,CH,scr8,electricity,dem,8.15085934523813
h0039,CH,scr8,electricity,dem,8.04722747710627
h0040,CH,scr8,electricity,dem,7.98970549908429
h0041,CH,scr8,electricity,dem,8.05662857600736
h0042,CH,scr8,electricity,dem,8.24222747710626
h0043,CH,scr8,electricity,dem,8.35604066391945
h0044,CH,scr8,electricity,dem,8.1091011034799
h0045,CH,scr8,electricity,dem,7.71822198260077
h0046,CH,scr8,electricity,dem,7.45881538919417
h0047,CH,scr8,electricity,dem,7.39874945512824
h0048,CH,scr8,electricity,dem,7.24083736721615
