timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,LU,scr12,wind,avaConv,0.498832367016967
h0074,LU,scr12,wind,avaConv,0.516999020815192
h0075,LU,scr12,wind,avaConv,0.527590734084649
h0076,LU,scr12,wind,avaConv,0.49951559577856
h0077,LU,scr12,wind,avaConv,0.386323841615441
h0078,LU,scr12,wind,avaConv,0.331442033747977
h0079,LU,scr12,wind,avaConv,0.25065608177894
h0080,LU,scr12,wind,avaConv,0.204763184384274
h0081,LU,scr12,wind,avaConv,0.190713578823277
h0082,LU,scr12,wind,avaConv,0.24543863876651
h0083,LU,scr12,wind,avaConv,0.411305532268387
h0084,LU,scr12,wind,avaConv,0.362204702620945
h0085,LU,scr12,wind,avaConv,0.384235326774375
h0086,LU,scr12,wind,avaConv,0.389189312802684
h0087,LU,scr12,wind,avaConv,0.342622066747798
h0088,LU,scr12,wind,avaConv,0.126497437722084
h0089,LU,scr12,wind,avaConv,0.0500591961923123
h0090,LU,scr12,wind,avaConv,0.0566022113405718
h0091,LU,scr12,wind,avaConv,0.0700355186644985
h0092,LU,scr12,wind,avaConv,0.0672917142956943
h0093,LU,scr12,wind,avaConv,0.0623010275097549
h0094,LU,scr12,wind,avaConv,0.0573103407238154
h0095,LU,scr12,wind,avaConv,0.0493232844170665
h0096,LU,scr12,wind,avaConv,0.0520045788610738
