timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,AT,scr10,electricity,dem,7.82132774057729
h0074,AT,scr10,electricity,dem,7.67706812519267
h0075,AT,scr10,electricity,dem,7.52613543288498
h0076,AT,scr10,electricity,dem,7.617624443874
h0077,AT,scr10,electricity,dem,8.11576043288498
h0078,AT,scr10,electricity,dem,8.8635928504674
h0079,AT,scr10,electricity,dem,9.71705850980806
h0080,AT,scr10,electricity,dem,10.0711093339839
h0081,AT,scr10,electricity,dem,10.2294129054125
h0082,AT,scr10,electricity,dem,10.3118098834344
h0083,AT,scr10,electricity,dem,10.3178469713465
h0084,AT,scr10,electricity,dem,10.1107205977201
h0085,AT,scr10,electricity,dem,9.98455576255531
h0086,AT,scr10,electricity,dem,9.8849211471707
h0087,AT,scr10,electricity,dem,9.88465741090696
h0088,AT,scr10,electricity,dem,10.0717041142037
h0089,AT,scr10,electricity,dem,10.4154225207971
h0090,AT,scr10,electricity,dem,10.3963291142037
h0091,AT,scr10,electricity,dem,9.9079939493685
h0092,AT,scr10,electricity,dem,9.41378927903883
h0093,AT,scr10,electricity,dem,8.90219861969817
h0094,AT,scr10,electricity,dem,8.8442645537641
h0095,AT,scr10,electricity,dem,8.39952691640146
h0096,AT,scr10,electricity,dem,8.07798021310476
