timestep_4,region_1,scenario_1,technology_1,parameter,value
h0049,BE,scr7,wind,avaConv,0.232375183066559
h0050,BE,scr7,wind,avaConv,0.256707778057063
h0051,BE,scr7,wind,avaConv,0.288764225109884
h0052,BE,scr7,wind,avaConv,0.323064786241714
h0053,BE,scr7,wind,avaConv,0.352924826507483
h0054,BE,scr7,wind,avaConv,0.369632987525504
h0055,BE,scr7,wind,avaConv,0.391964610055769
h0056,BE,scr7,wind,avaConv,0.425329287437259
h0057,BE,scr7,wind,avaConv,0.471006400025924
h0058,BE,scr7,wind,avaConv,0.594495876725715
h0059,BE,scr7,wind,avaConv,0.663103068230871
h0060,BE,scr7,wind,avaConv,0.712314332173538
h0061,BE,scr7,wind,avaConv,0.791181865543593
h0062,BE,scr7,wind,avaConv,0.819664875679571
h0063,BE,scr7,wind,avaConv,0.794570386514425
h0064,BE,scr7,wind,avaConv,0.73947820512778
h0065,BE,scr7,wind,avaConv,0.779531409600455
h0066,BE,scr7,wind,avaConv,0.849484655455185
h0067,BE,scr7,wind,avaConv,0.887352393707591
h0068,BE,scr7,wind,avaConv,0.909086257959508
h0069,BE,scr7,wind,avaConv,0.904723429423673
h0070,BE,scr7,wind,avaConv,0.933317154800575
h0071,BE,scr7,wind,avaConv,0.916592070524327
h0072,BE,scr7,wind,avaConv,0.922712869042475
