timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,AT,scr5,wind,avaConv,0.478079358940267
h0074,AT,scr5,wind,avaConv,0.462044797784752
h0075,AT,scr5,wind,avaConv,0.413620333548583
h0076,AT,scr5,wind,avaConv,0.357624663022809
h0077,AT,scr5,wind,avaConv,0.315591221966055
h0078,AT,scr5,wind,avaConv,0.304306593867293
h0079,AT,scr5,wind,avaConv,0.282683058110403
h0080,AT,scr5,wind,avaConv,0.237751298745092
h0081,AT,scr5,wind,avaConv,0.150248006215722
h0082,AT,scr5,wind,avaConv,0.0905536282444983
h0083,AT,scr5,wind,avaConv,0.234329639444049
h0084,AT,scr5,wind,avaConv,0.391642577786513
h0085,AT,scr5,wind,avaConv,0.470060248100984
h0086,AT,scr5,wind,avaConv,0.548922035931591
h0087,AT,scr5,wind,avaConv,0.402814365208547
h0088,AT,scr5,wind,avaConv,0.337596719527825
h0089,AT,scr5,wind,avaConv,0.400838978906972
h0090,AT,scr5,wind,avaConv,0.503307782317687
h0091,AT,scr5,wind,avaConv,0.55320056181592
h0092,AT,scr5,wind,avaConv,0.542976012521098
h0093,AT,scr5,wind,avaConv,0.477158686839232
h0094,AT,scr5,wind,avaConv,0.330828253378549
h0095,AT,scr5,wind,avaConv,0.259044851783646
h0096,AT,scr5,wind,avaConv,0.243836815799156
