timestep_4,region_1,scenario_1,technology_1,parameter,value
h0025,DE,scr10,solar,avaConv,0.0
h0026,DE,scr10,solar,avaConv,0.0
h0027,DE,scr10,solar,avaConv,0.0
h0028,DE,scr10,solar,avaConv,0.0
h0029,DE,scr10,solar,avaConv,0.0
h0030,DE,scr10,solar,avaConv,0.0
h0031,DE,scr10,solar,avaConv,0.0
h0032,DE,scr10,solar,avaConv,0.00482484077008367
h0033,DE,scr10,solar,avaConv,0.0549273330720262
h0034,DE,scr10,solar,avaConv,0.128907717212987
h0035,DE,scr10,solar,avaConv,0.185043341955018
h0036,DE,scr10,solar,avaConv,0.199807713121304
h0037,DE,scr10,solar,avaConv,0.17374336063549
h0038,DE,scr10,solar,avaConv,0.116449651684608
h0039,DE,scr10,solar,avaConv,0.0440410747328816
h0040,DE,scr10,solar,avaConv,0.00187611111050625
h0041,DE,scr10,solar,avaConv,0.0
h0042,DE,scr10,solar,avaConv,0.0
h0043,DE,scr10,solar,avaConv,0.0
h0044,DE,scr10,solar,avaConv,0.0
h0045,DE,scr10,solar,avaConv,0.0
h0046,DE,scr10,solar,avaConv,0.0
h0047,DE,scr10,solar,avaConv,0.0
h0048,DE,scr10,solar,avaConv,0.0
