timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,NL,scr17,electricity,dem,11.4667206640901
h0002,NL,scr17,electricity,dem,11.1442646201341
h0003,NL,scr17,electricity,dem,11.0176506091451
h0004,NL,scr17,electricity,dem,11.0597769827714
h0005,NL,scr17,electricity,dem,11.4589692904637
h0006,NL,scr17,electricity,dem,12.6309692904637
h0007,NL,scr17,electricity,dem,14.436852532222
h0008,NL,scr17,electricity,dem,15.7006849498044
h0009,NL,scr17,electricity,dem,16.2964349498044
h0010,NL,scr17,electricity,dem,16.4813841256286
h0011,NL,scr17,electricity,dem,16.4877604992549
h0012,NL,scr17,electricity,dem,16.3296011585956
h0013,NL,scr17,electricity,dem,16.2873552794747
h0014,NL,scr17,electricity,dem,16.2010297300242
h0015,NL,scr17,electricity,dem,16.1939857739802
h0016,NL,scr17,electricity,dem,16.5210942904637
h0017,NL,scr17,electricity,dem,17.2928648948594
h0018,NL,scr17,electricity,dem,17.0194514333209
h0019,NL,scr17,electricity,dem,16.4976423673868
h0020,NL,scr17,electricity,dem,15.7216712135407
h0021,NL,scr17,electricity,dem,14.7803676421121
h0022,NL,scr17,electricity,dem,13.7655063783758
h0023,NL,scr17,electricity,dem,12.8413181915626
h0024,NL,scr17,electricity,dem,12.0290764333209
