timestep_4,region_1,scenario_1,technology_1,parameter,value
h0025,CH,scr10,solar,avaConv,0.0
h0026,CH,scr10,solar,avaConv,0.0
h0027,CH,scr10,solar,avaConv,0.0
h0028,CH,scr10,solar,avaConv,0.0
h0029,CH,scr10,solar,avaConv,0.0
h0030,CH,scr10,solar,avaConv,0.0
h0031,CH,scr10,solar,avaConv,0.0
h0032,CH,scr10,solar,avaConv,0.00863267183691963
h0033,CH,scr10,solar,avaConv,0.0669598324038581
h0034,CH,scr10,solar,avaConv,0.145400958671245
h0035,CH,scr10,solar,avaConv,0.193858641926285
h0036,CH,scr10,solar,avaConv,0.192854351772504
h0037,CH,scr10,solar,avaConv,0.164278054853946
h0038,CH,scr10,solar,avaConv,0.119144666715693
h0039,CH,scr10,solar,avaConv,0.0608750474065899
h0040,CH,scr10,solar,avaConv,0.00806161253880489
h0041,CH,scr10,solar,avaConv,0.0
h0042,CH,scr10,solar,avaConv,0.0
h0043,CH,scr10,solar,avaConv,0.0
h0044,CH,scr10,solar,avaConv,0.0
h0045,CH,scr10,solar,avaConv,0.0
h0046,CH,scr10,solar,avaConv,0.0
h0047,CH,scr10,solar,avaConv,0.0
h0048,CH,scr10,solar,avaConv,0.0
