timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0049,LU,scr11,electricity,dem,0.480917231694535
h0050,LU,scr11,electricity,dem,0.460751022903326
h0051,LU,scr11,electricity,dem,0.451999649276953
h0052,LU,scr11,electricity,dem,0.44933206685937
h0053,LU,scr11,electricity,dem,0.458799099826403
h0054,LU,scr11,electricity,dem,0.465999649276952
h0055,LU,scr11,electricity,dem,0.499029869057172
h0056,LU,scr11,electricity,dem,0.540119154771458
h0057,LU,scr11,electricity,dem,0.566130143782447
h0058,LU,scr11,electricity,dem,0.579698825101128
h0059,LU,scr11,electricity,dem,0.59155184707915
h0060,LU,scr11,electricity,dem,0.594932341584645
h0061,LU,scr11,electricity,dem,0.584908989936293
h0062,LU,scr11,electricity,dem,0.572435088837392
h0063,LU,scr11,electricity,dem,0.560756517408821
h0064,LU,scr11,electricity,dem,0.556826572353876
h0065,LU,scr11,electricity,dem,0.570490033892337
h0066,LU,scr11,electricity,dem,0.596130143782447
h0067,LU,scr11,electricity,dem,0.599773000925304
h0068,LU,scr11,electricity,dem,0.575483165760469
h0069,LU,scr11,electricity,dem,0.537337561364865
h0070,LU,scr11,electricity,dem,0.531638385540689
h0071,LU,scr11,electricity,dem,0.531338934991239
h0072,LU,scr11,electricity,dem,0.507844429496733
