timestep_4,region_1,scenario_1,technology_1,parameter,value
h4393,NL,scr1,wind,avaConv,0.889382305645634
h4394,NL,scr1,wind,avaConv,0.891674719765203
h4395,NL,scr1,wind,avaConv,0.87075615160765
h4396,NL,scr1,wind,avaConv,0.871736810420996
h4397,NL,scr1,wind,avaConv,0.894543133472957
h4398,NL,scr1,wind,avaConv,0.917515085386821
h4399,NL,scr1,wind,avaConv,0.937124957292285
h4400,NL,scr1,wind,avaConv,0.967827976041521
h4401,NL,scr1,wind,avaConv,0.981224849029886
h4402,NL,scr1,wind,avaConv,0.98985201221908
h4403,NL,scr1,wind,avaConv,0.995604731262939
h4404,NL,scr1,wind,avaConv,0.996492472981609
h4405,NL,scr1,wind,avaConv,0.996948610232321
h4406,NL,scr1,wind,avaConv,0.997441793203576
h4407,NL,scr1,wind,avaConv,0.996578923302792
h4408,NL,scr1,wind,avaConv,0.993681835426321
h4409,NL,scr1,wind,avaConv,0.989921754514959
h4410,NL,scr1,wind,avaConv,0.987920311755456
h4411,NL,scr1,wind,avaConv,0.98728004288564
h4412,NL,scr1,wind,avaConv,0.987384902545471
h4413,NL,scr1,wind,avaConv,0.980932676896404
h4414,NL,scr1,wind,avaConv,0.982454335658297
h4415,NL,scr1,wind,avaConv,0.98071311849512
h4416,NL,scr1,wind,avaConv,0.968729143927168
h4417,NL,scr1,wind,avaConv,0.949002660516703
h4418,NL,scr1,wind,avaConv,0.898378734551824
h4419,NL,scr1,wind,avaConv,0.758373429472129
h4420,NL,scr1,wind,avaConv,0.681013414733111
h4421,NL,scr1,wind,avaConv,0.616586240608197
h4422,NL,scr1,wind,avaConv,0.680622624315424
h4423,NL,scr1,wind,avaConv,0.725217929512655
h4424,NL,scr1,wind,avaConv,0.827112380825421
h4425,NL,scr1,wind,avaConv,0.849722454470042
h4426,NL,scr1,wind,avaConv,0.847527279017059
h4427,NL,scr1,wind,avaConv,0.839449037708475
h4428,NL,scr1,wind,avaConv,0.841862571153627
h4429,NL,scr1,wind,avaConv,0.845196659570163
