timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,AT,scr3,wind,avaConv,0.165695789084908
h0002,AT,scr3,wind,avaConv,0.178021521528169
h0003,AT,scr3,wind,avaConv,0.236307196581404
h0004,AT,scr3,wind,avaConv,0.30869916617702
h0005,AT,scr3,wind,avaConv,0.245372964067983
h0006,AT,scr3,wind,avaConv,0.309074147932425
h0007,AT,scr3,wind,avaConv,0.34341833360329
h0008,AT,scr3,wind,avaConv,0.379380232899812
h0009,AT,scr3,wind,avaConv,0.396584083023757
h0010,AT,scr3,wind,avaConv,0.420064883367681
h0011,AT,scr3,wind,avaConv,0.434862111515712
h0012,AT,scr3,wind,avaConv,0.479256267244017
h0013,AT,scr3,wind,avaConv,0.497397110256577
h0014,AT,scr3,wind,avaConv,0.476769818206737
h0015,AT,scr3,wind,avaConv,0.419093433203689
h0016,AT,scr3,wind,avaConv,0.367716123756435
h0017,AT,scr3,wind,avaConv,0.326898249586424
h0018,AT,scr3,wind,avaConv,0.321052796554189
h0019,AT,scr3,wind,avaConv,0.2888218750348
h0020,AT,scr3,wind,avaConv,0.256478048597306
h0021,AT,scr3,wind,avaConv,0.186844566567383
h0022,AT,scr3,wind,avaConv,0.156712044413397
h0023,AT,scr3,wind,avaConv,0.134991704717704
h0024,AT,scr3,wind,avaConv,0.134882023174632
h0025,AT,scr3,wind,avaConv,0.127009987239414
h0026,AT,scr3,wind,avaConv,0.11595431956521
h0027,AT,scr3,wind,avaConv,0.0952842160816678
h0028,AT,scr3,wind,avaConv,0.0897485845584036
h0029,AT,scr3,wind,avaConv,0.104986213200771
h0030,AT,scr3,wind,avaConv,0.117113821687752
h0031,AT,scr3,wind,avaConv,0.131410087959868
h0032,AT,scr3,wind,avaConv,0.144386915031625
h0033,AT,scr3,wind,avaConv,0.1860179056255
h0034,AT,scr3,wind,avaConv,0.226841363809442
h0035,AT,scr3,wind,avaConv,0.228352378448772
h0036,AT,scr3,wind,avaConv,0.294391360989779
h0037,AT,scr3,wind,avaConv,0.335464364257859
h0038,AT,scr3,wind,avaConv,0.344302226265769
h0039,AT,scr3,wind,avaConv,0.309850622887559
h0040,AT,scr3,wind,avaConv,0.302531547829383
h0041,AT,scr3,wind,avaConv,0.343370602683298
h0042,AT,scr3,wind,avaConv,0.354132713573666
h0043,AT,scr3,wind,avaConv,0.403729917823635
h0044,AT,scr3,wind,avaConv,0.431088261755272
h0045,AT,scr3,wind,avaConv,0.546248383720083
h0046,AT,scr3,wind,avaConv,0.621580527655407
h0047,AT,scr3,wind,avaConv,0.607868471495639
h0048,AT,scr3,wind,avaConv,0.632568460121359
h0049,AT,scr3,wind,avaConv,0.6361933577805
h0050,AT,scr3,wind,avaConv,0.650169992021059
h0051,AT,scr3,wind,avaConv,0.659581814908025
h0052,AT,scr3,wind,avaConv,0.673134002998352
h0053,AT,scr3,wind,avaConv,0.66201050277949
h0054,AT,scr3,wind,avaConv,0.661448176577761
h0055,AT,scr3,wind,avaConv,0.697044312645831
h0056,AT,scr3,wind,avaConv,0.60839938005267
h0057,AT,scr3,wind,avaConv,0.670154691164136
h0058,AT,scr3,wind,avaConv,0.680646922390793
h0059,AT,scr3,wind,avaConv,0.721780759126345
h0060,AT,scr3,wind,avaConv,0.839729709875252
h0061,AT,scr3,wind,avaConv,0.85205375316238
h0062,AT,scr3,wind,avaConv,0.826524512494326
h0063,AT,scr3,wind,avaConv,0.795798587288495
h0064,AT,scr3,wind,avaConv,0.776949208440136
h0065,AT,scr3,wind,avaConv,0.797558654919517
h0066,AT,scr3,wind,avaConv,0.803790999004332
h0067,AT,scr3,wind,avaConv,0.788436448144769
