timestep_4,region_1,scenario_1,carrier_1,parameter,value
h4393,BE,scr2,electricity,dem,8.16489141073453
h4394,BE,scr2,electricity,dem,8.06358608286568
h4395,BE,scr2,electricity,dem,8.07508813204601
h4396,BE,scr2,electricity,dem,8.18842624680011
h4397,BE,scr2,electricity,dem,8.66958198450502
h4398,BE,scr2,electricity,dem,9.410594279587
h4399,BE,scr2,electricity,dem,9.99457583696404
h4400,BE,scr2,electricity,dem,10.3788934599149
h4401,BE,scr2,electricity,dem,10.5690328041772
h4402,BE,scr2,electricity,dem,10.7651188697509
h4403,BE,scr2,electricity,dem,10.6570983779476
h4404,BE,scr2,electricity,dem,10.5306905910624
h4405,BE,scr2,electricity,dem,10.3820840336854
h4406,BE,scr2,electricity,dem,10.284713132046
h4407,BE,scr2,electricity,dem,10.2171598533575
h4408,BE,scr2,electricity,dem,10.2645061648329
h4409,BE,scr2,electricity,dem,10.2045389517181
h4410,BE,scr2,electricity,dem,9.95722542712798
h4411,BE,scr2,electricity,dem,9.67689960745585
h4412,BE,scr2,electricity,dem,9.44659223040667
h4413,BE,scr2,electricity,dem,9.65567829598044
h4414,BE,scr2,electricity,dem,9.34020698450503
h4415,BE,scr2,electricity,dem,8.76506149270175
h4416,BE,scr2,electricity,dem,8.40971927958699
h4417,BE,scr2,electricity,dem,8.16489141073453
h4418,BE,scr2,electricity,dem,8.06358608286568
h4419,BE,scr2,electricity,dem,8.07508813204601
h4420,BE,scr2,electricity,dem,8.18842624680011
h4421,BE,scr2,electricity,dem,8.66958198450502
h4422,BE,scr2,electricity,dem,9.410594279587
h4423,BE,scr2,electricity,dem,9.99457583696404
h4424,BE,scr2,electricity,dem,10.3788934599149
h4425,BE,scr2,electricity,dem,10.5690328041772
h4426,BE,scr2,electricity,dem,10.7651188697509
h4427,BE,scr2,electricity,dem,10.6570983779476
h4428,BE,scr2,electricity,dem,10.5306905910624
h4429,BE,scr2,electricity,dem,10.3820840336854
h4430,BE,scr2,electricity,dem,10.284713132046
h4431,BE,scr2,electricity,dem,10.2171598533575
h4432,BE,scr2,electricity,dem,10.2645061648329
h4433,BE,scr2,electricity,dem,10.2045389517181
h4434,BE,scr2,electricity,dem,9.95722542712798
h4435,BE,scr2,electricity,dem,9.67689960745585
h4436,BE,scr2,electricity,dem,9.44659223040667
h4437,BE,scr2,electricity,dem,9.65567829598044
h4438,BE,scr2,electricity,dem,9.34020698450503
h4439,BE,scr2,electricity,dem,8.76506149270175
h4440,BE,scr2,electricity,dem,8.40971927958699
