timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,scr4,electricity,dem,52.0705156367051
h0002,DE,scr4,electricity,dem,51.119739537804
h0003,DE,scr4,electricity,dem,51.1647766257162
h0004,DE,scr4,electricity,dem,52.0070499773645
h0005,DE,scr4,electricity,dem,53.9535019004414
h0006,DE,scr4,electricity,dem,58.9405595927491
h0007,DE,scr4,electricity,dem,64.1350595927491
h0008,DE,scr4,electricity,dem,66.8772326696722
h0009,DE,scr4,electricity,dem,68.2502326696721
h0010,DE,scr4,electricity,dem,69.5443920103315
h0011,DE,scr4,electricity,dem,70.5362010762656
h0012,DE,scr4,electricity,dem,70.0517958564853
h0013,DE,scr4,electricity,dem,68.8709524498919
h0014,DE,scr4,electricity,dem,67.6489263509908
h0015,DE,scr4,electricity,dem,67.0416021751667
h0016,DE,scr4,electricity,dem,67.4962628894524
h0017,DE,scr4,electricity,dem,69.9365898125293
h0018,DE,scr4,electricity,dem,70.7331667356062
h0019,DE,scr4,electricity,dem,69.3008260762656
h0020,DE,scr4,electricity,dem,65.6907051971447
h0021,DE,scr4,electricity,dem,62.7504029993425
h0022,DE,scr4,electricity,dem,60.9292560213205
h0023,DE,scr4,electricity,dem,57.1708686586831
h0024,DE,scr4,electricity,dem,54.0502106916502
h0025,DE,scr4,electricity,dem,53.1978103436051
h0026,DE,scr4,electricity,dem,52.247034244704
h0027,DE,scr4,electricity,dem,52.2920713326162
h0028,DE,scr4,electricity,dem,53.1343446842645
h0029,DE,scr4,electricity,dem,55.0807966073414
h0030,DE,scr4,electricity,dem,60.0678542996491
h0031,DE,scr4,electricity,dem,65.2623542996491
h0032,DE,scr4,electricity,dem,68.0045273765722
h0033,DE,scr4,electricity,dem,69.3775273765722
h0034,DE,scr4,electricity,dem,70.6716867172315
h0035,DE,scr4,electricity,dem,71.6634957831656
h0036,DE,scr4,electricity,dem,71.1790905633854
h0037,DE,scr4,electricity,dem,69.9982471567919
h0038,DE,scr4,electricity,dem,68.7762210578908
h0039,DE,scr4,electricity,dem,68.1688968820667
h0040,DE,scr4,electricity,dem,68.6235575963524
h0041,DE,scr4,electricity,dem,71.0638845194293
h0042,DE,scr4,electricity,dem,71.8604614425062
h0043,DE,scr4,electricity,dem,70.4281207831656
h0044,DE,scr4,electricity,dem,66.8179999040447
h0045,DE,scr4,electricity,dem,63.8776977062425
h0046,DE,scr4,electricity,dem,62.0565507282205
h0047,DE,scr4,electricity,dem,58.2981633655831
h0048,DE,scr4,electricity,dem,55.1775053985502
h0049,DE,scr4,electricity,dem,52.9200461063051
h0050,DE,scr4,electricity,dem,51.969270007404
h0051,DE,scr4,electricity,dem,52.0143070953161
h0052,DE,scr4,electricity,dem,52.8565804469645
h0053,DE,scr4,electricity,dem,54.8030323700414
h0054,DE,scr4,electricity,dem,59.7900900623491
h0055,DE,scr4,electricity,dem,64.9845900623491
h0056,DE,scr4,electricity,dem,67.7267631392722
h0057,DE,scr4,electricity,dem,69.0997631392721
h0058,DE,scr4,electricity,dem,70.3939224799315
h0059,DE,scr4,electricity,dem,71.3857315458656
h0060,DE,scr4,electricity,dem,70.9013263260853
h0061,DE,scr4,electricity,dem,69.7204829194919
h0062,DE,scr4,electricity,dem,68.4984568205908
h0063,DE,scr4,electricity,dem,67.8911326447667
h0064,DE,scr4,electricity,dem,68.3457933590524
h0065,DE,scr4,electricity,dem,70.7861202821293
h0066,DE,scr4,electricity,dem,71.5826972052062
h0067,DE,scr4,electricity,dem,70.1503565458656
h0068,DE,scr4,electricity,dem,66.5402356667447
