timestep_4,region_1,scenario_1,carrier_1,parameter,value
h2209,NL,scr1,electricity,dem,10.8326090693689
h2210,NL,scr1,electricity,dem,10.6749483550832
h2211,NL,scr1,electricity,dem,10.6706557726656
h2212,NL,scr1,electricity,dem,10.8693796737645
h2213,NL,scr1,electricity,dem,11.5711571462919
h2214,NL,scr1,electricity,dem,12.8628686847535
h2215,NL,scr1,electricity,dem,14.0667148385996
h2216,NL,scr1,electricity,dem,14.7414387396985
h2217,NL,scr1,electricity,dem,14.9193315968414
h2218,NL,scr1,electricity,dem,14.9036818715667
h2219,NL,scr1,electricity,dem,14.7425678605777
h2220,NL,scr1,electricity,dem,14.6150376407974
h2221,NL,scr1,electricity,dem,14.4808975309073
h2222,NL,scr1,electricity,dem,14.3748247287095
h2223,NL,scr1,electricity,dem,14.4274016517864
h2224,NL,scr1,electricity,dem,14.7271928605777
h2225,NL,scr1,electricity,dem,14.7221969814568
h2226,NL,scr1,electricity,dem,14.6021475309073
h2227,NL,scr1,electricity,dem,14.6749140144238
h2228,NL,scr1,electricity,dem,14.4372093440941
h2229,NL,scr1,electricity,dem,13.7327423111271
h2230,NL,scr1,electricity,dem,12.8176612671711
h2231,NL,scr1,electricity,dem,11.8869071462919
h2232,NL,scr1,electricity,dem,11.1937533001381
h2233,NL,scr1,electricity,dem,9.34815824766887
h2234,NL,scr1,electricity,dem,9.19049753338315
h2235,NL,scr1,electricity,dem,9.18620495096557
h2236,NL,scr1,electricity,dem,9.38492885206446
h2237,NL,scr1,electricity,dem,10.0867063245919
h2238,NL,scr1,electricity,dem,11.3784178630535
h2239,NL,scr1,electricity,dem,12.5822640168996
h2240,NL,scr1,electricity,dem,13.2569879179985
h2241,NL,scr1,electricity,dem,13.4348807751414
h2242,NL,scr1,electricity,dem,13.4192310498667
h2243,NL,scr1,electricity,dem,13.2581170388777
h2244,NL,scr1,electricity,dem,13.1305868190974
h2245,NL,scr1,electricity,dem,12.9964467092073
h2246,NL,scr1,electricity,dem,12.8903739070095
h2247,NL,scr1,electricity,dem,12.9429508300864
h2248,NL,scr1,electricity,dem,13.2427420388776
h2249,NL,scr1,electricity,dem,13.2377461597568
h2250,NL,scr1,electricity,dem,13.1176967092073
h2251,NL,scr1,electricity,dem,13.1904631927238
h2252,NL,scr1,electricity,dem,12.9527585223941
h2253,NL,scr1,electricity,dem,12.2482914894271
h2254,NL,scr1,electricity,dem,11.3332104454711
