timestep_4,region_1,scenario_1,technology_1,parameter,value
h6577,LU,scr4,wind,avaConv,0.0
h6578,LU,scr4,wind,avaConv,0.0
h6579,LU,scr4,wind,avaConv,0.0
h6580,LU,scr4,wind,avaConv,0.0
h6581,LU,scr4,wind,avaConv,0.0
h6582,LU,scr4,wind,avaConv,0.0
h6583,LU,scr4,wind,avaConv,0.0
h6584,LU,scr4,wind,avaConv,0.0
h6585,LU,scr4,wind,avaConv,0.0
h6586,LU,scr4,wind,avaConv,0.00950149984246168
h6587,LU,scr4,wind,avaConv,0.051345384036343
h6588,LU,scr4,wind,avaConv,0.121545385490754
h6589,LU,scr4,wind,avaConv,0.218344203581111
h6590,LU,scr4,wind,avaConv,0.391318832254638
h6591,LU,scr4,wind,avaConv,0.529090342292693
h6592,LU,scr4,wind,avaConv,0.547043815090959
h6593,LU,scr4,wind,avaConv,0.399108965717354
h6594,LU,scr4,wind,avaConv,0.0744484626341325
h6595,LU,scr4,wind,avaConv,0.0109166536895281
h6596,LU,scr4,wind,avaConv,2.08366230998814e-5
h6597,LU,scr4,wind,avaConv,0.0
h6598,LU,scr4,wind,avaConv,0.0
h6599,LU,scr4,wind,avaConv,0.0
h6600,LU,scr4,wind,avaConv,0.00105572220471796
h6601,LU,scr4,wind,avaConv,0.00739005543302575
h6602,LU,scr4,wind,avaConv,0.0123807422189652
h6603,LU,scr4,wind,avaConv,0.0171512237711041
h6604,LU,scr4,wind,avaConv,0.0326902927515877
h6605,LU,scr4,wind,avaConv,0.0509930555924312
h6606,LU,scr4,wind,avaConv,0.126741794483892
h6607,LU,scr4,wind,avaConv,0.199186823422076
h6608,LU,scr4,wind,avaConv,0.442357822234508
h6609,LU,scr4,wind,avaConv,0.578381463627722
h6610,LU,scr4,wind,avaConv,0.942364222555449
h6611,LU,scr4,wind,avaConv,0.966894570214401
h6612,LU,scr4,wind,avaConv,0.983118643057503
h6613,LU,scr4,wind,avaConv,0.995226930448223
h6614,LU,scr4,wind,avaConv,0.998655028361676
h6615,LU,scr4,wind,avaConv,0.999597490881896
h6616,LU,scr4,wind,avaConv,0.998399779742025
h6617,LU,scr4,wind,avaConv,0.988524167979688
h6618,LU,scr4,wind,avaConv,0.80654066187646
h6619,LU,scr4,wind,avaConv,0.639572151669789
h6620,LU,scr4,wind,avaConv,0.664866034800497
h6621,LU,scr4,wind,avaConv,0.821372232960946
h6622,LU,scr4,wind,avaConv,0.681695633743351
h6623,LU,scr4,wind,avaConv,0.688784820912309
h6624,LU,scr4,wind,avaConv,0.880961972486798
h6625,LU,scr4,wind,avaConv,0.896965444854317
h6626,LU,scr4,wind,avaConv,0.877607592036576
h6627,LU,scr4,wind,avaConv,0.950014419944658
h6628,LU,scr4,wind,avaConv,0.930263354457964
h6629,LU,scr4,wind,avaConv,0.954228942409775
h6630,LU,scr4,wind,avaConv,0.958362644155799
h6631,LU,scr4,wind,avaConv,0.957018997654625
h6632,LU,scr4,wind,avaConv,0.949979613109782
h6633,LU,scr4,wind,avaConv,0.913352619450887
h6634,LU,scr4,wind,avaConv,0.917216273633284
h6635,LU,scr4,wind,avaConv,0.929016352734326
h6636,LU,scr4,wind,avaConv,0.910172784760112
h6637,LU,scr4,wind,avaConv,0.921110827765281
h6638,LU,scr4,wind,avaConv,0.964521010279111
h6639,LU,scr4,wind,avaConv,0.9336442140165
h6640,LU,scr4,wind,avaConv,0.671997641797961
h6641,LU,scr4,wind,avaConv,0.385257582471959
h6642,LU,scr4,wind,avaConv,0.157472851429799
h6643,LU,scr4,wind,avaConv,0.0953419899553258
h6644,LU,scr4,wind,avaConv,0.091814918074614
h6645,LU,scr4,wind,avaConv,0.0667687063135652
h6646,LU,scr4,wind,avaConv,0.0365719024038178
h6647,LU,scr4,wind,avaConv,0.00655611685946147
h6648,LU,scr4,wind,avaConv,6.25098692996443e-5
h6649,LU,scr4,wind,avaConv,2.08366230998814e-5
h6650,LU,scr4,wind,avaConv,0.0
h6651,LU,scr4,wind,avaConv,2.08366230998814e-5
h6652,LU,scr4,wind,avaConv,0.000104183115499407
h6653,LU,scr4,wind,avaConv,0.000922020542859187
h6654,LU,scr4,wind,avaConv,0.00620063156644901
h6655,LU,scr4,wind,avaConv,0.0521611693712069
h6656,LU,scr4,wind,avaConv,0.158919103268775
h6657,LU,scr4,wind,avaConv,0.126608881878567
h6658,LU,scr4,wind,avaConv,0.141185993701128
h6659,LU,scr4,wind,avaConv,0.205881219685799
h6660,LU,scr4,wind,avaConv,0.303047638001829
h6661,LU,scr4,wind,avaConv,0.485641761570974
h6662,LU,scr4,wind,avaConv,0.66099152840413
h6663,LU,scr4,wind,avaConv,0.720863312896959
h6664,LU,scr4,wind,avaConv,0.587129529856655
h6665,LU,scr4,wind,avaConv,0.319586825498073
h6666,LU,scr4,wind,avaConv,0.219674629263598
h6667,LU,scr4,wind,avaConv,0.251028339976192
h6668,LU,scr4,wind,avaConv,0.329946060596901
h6669,LU,scr4,wind,avaConv,0.570234225623429
h6670,LU,scr4,wind,avaConv,0.74632092934841
h6671,LU,scr4,wind,avaConv,0.802953448713249
h6672,LU,scr4,wind,avaConv,0.559515915143738
h6673,LU,scr4,wind,avaConv,0.452793813651709
h6674,LU,scr4,wind,avaConv,0.393976132435427
h6675,LU,scr4,wind,avaConv,0.254141480279119
h6676,LU,scr4,wind,avaConv,0.19087683765979
h6677,LU,scr4,wind,avaConv,0.0835246260410893
h6678,LU,scr4,wind,avaConv,0.0443169695746505
h6679,LU,scr4,wind,avaConv,0.00205272296046382
h6680,LU,scr4,wind,avaConv,0.00730071034461524
h6681,LU,scr4,wind,avaConv,0.0891228114924516
h6682,LU,scr4,wind,avaConv,0.101441359712998
h6683,LU,scr4,wind,avaConv,0.129875417213313
h6684,LU,scr4,wind,avaConv,0.266518789576432
h6685,LU,scr4,wind,avaConv,0.401674631721734
h6686,LU,scr4,wind,avaConv,0.675269939626683
h6687,LU,scr4,wind,avaConv,0.811972427751254
h6688,LU,scr4,wind,avaConv,0.853945870120851
h6689,LU,scr4,wind,avaConv,0.882635649799514
h6690,LU,scr4,wind,avaConv,0.625747879212357
h6691,LU,scr4,wind,avaConv,0.439486077347513
h6692,LU,scr4,wind,avaConv,0.351208096905574
