timestep_4,region_1,scenario_1,technology_1,parameter,value
h4393,CH,scr6,wind,avaConv,0.0
h4394,CH,scr6,wind,avaConv,0.0
h4395,CH,scr6,wind,avaConv,0.00424317108408474
h4396,CH,scr6,wind,avaConv,0.0070719518068079
h4397,CH,scr6,wind,avaConv,0.00424317108408474
h4398,CH,scr6,wind,avaConv,0.0070719518068079
h4399,CH,scr6,wind,avaConv,0.0519991655325338
h4400,CH,scr6,wind,avaConv,0.0458069605668239
h4401,CH,scr6,wind,avaConv,0.0514993654274812
h4402,CH,scr6,wind,avaConv,0.0627742484357505
h4403,CH,scr6,wind,avaConv,0.0702079257209913
h4404,CH,scr6,wind,avaConv,0.0615270798895289
h4405,CH,scr6,wind,avaConv,0.0632158206754545
h4406,CH,scr6,wind,avaConv,0.0683014301043747
h4407,CH,scr6,wind,avaConv,0.0632764469016854
h4408,CH,scr6,wind,avaConv,0.0567326096831136
h4409,CH,scr6,wind,avaConv,0.0415814109686439
h4410,CH,scr6,wind,avaConv,0.0235396394432923
h4411,CH,scr6,wind,avaConv,0.0
h4412,CH,scr6,wind,avaConv,0.0
h4413,CH,scr6,wind,avaConv,0.0
h4414,CH,scr6,wind,avaConv,0.0
h4415,CH,scr6,wind,avaConv,0.0
h4416,CH,scr6,wind,avaConv,0.0
h4417,CH,scr6,wind,avaConv,0.0
h4418,CH,scr6,wind,avaConv,0.0
h4419,CH,scr6,wind,avaConv,0.0
h4420,CH,scr6,wind,avaConv,0.0
h4421,CH,scr6,wind,avaConv,0.0
h4422,CH,scr6,wind,avaConv,0.0
h4423,CH,scr6,wind,avaConv,0.00605476314947989
h4424,CH,scr6,wind,avaConv,0.0
h4425,CH,scr6,wind,avaConv,0.0
h4426,CH,scr6,wind,avaConv,0.0
h4427,CH,scr6,wind,avaConv,0.0
h4428,CH,scr6,wind,avaConv,0.00163424377628365
h4429,CH,scr6,wind,avaConv,0.00312977999270528
h4430,CH,scr6,wind,avaConv,0.00317668204045829
h4431,CH,scr6,wind,avaConv,0.00219120573791966
h4432,CH,scr6,wind,avaConv,0.000677148529426219
h4433,CH,scr6,wind,avaConv,0.000483677521018728
h4434,CH,scr6,wind,avaConv,0.0
h4435,CH,scr6,wind,avaConv,0.0
h4436,CH,scr6,wind,avaConv,0.0
h4437,CH,scr6,wind,avaConv,0.0
h4438,CH,scr6,wind,avaConv,0.0
h4439,CH,scr6,wind,avaConv,0.0
h4440,CH,scr6,wind,avaConv,0.0
h4441,CH,scr6,wind,avaConv,0.0
h4442,CH,scr6,wind,avaConv,0.0
h4443,CH,scr6,wind,avaConv,0.0
h4444,CH,scr6,wind,avaConv,0.0
h4445,CH,scr6,wind,avaConv,0.0
h4446,CH,scr6,wind,avaConv,0.0
h4447,CH,scr6,wind,avaConv,0.000822251785731837
h4448,CH,scr6,wind,avaConv,0.0
h4449,CH,scr6,wind,avaConv,0.0
h4450,CH,scr6,wind,avaConv,0.0
h4451,CH,scr6,wind,avaConv,0.0
h4452,CH,scr6,wind,avaConv,0.00143637572059917
h4453,CH,scr6,wind,avaConv,0.00467568274441651
h4454,CH,scr6,wind,avaConv,0.00651152539362244
h4455,CH,scr6,wind,avaConv,0.0196612917824419
h4456,CH,scr6,wind,avaConv,0.0402451685481574
h4457,CH,scr6,wind,avaConv,0.0323400389055798
h4458,CH,scr6,wind,avaConv,0.00719360403055046
h4459,CH,scr6,wind,avaConv,0.0
h4460,CH,scr6,wind,avaConv,0.0
h4461,CH,scr6,wind,avaConv,0.0
h4462,CH,scr6,wind,avaConv,0.0
h4463,CH,scr6,wind,avaConv,0.0
h4464,CH,scr6,wind,avaConv,0.0
h4465,CH,scr6,wind,avaConv,0.0
h4466,CH,scr6,wind,avaConv,0.0
h4467,CH,scr6,wind,avaConv,0.0
h4468,CH,scr6,wind,avaConv,0.0
h4469,CH,scr6,wind,avaConv,0.0
h4470,CH,scr6,wind,avaConv,0.0127295132522542
h4471,CH,scr6,wind,avaConv,0.0506287458896475
h4472,CH,scr6,wind,avaConv,0.0804906702888929
h4473,CH,scr6,wind,avaConv,0.103020982627044
h4474,CH,scr6,wind,avaConv,0.117809589712034
h4475,CH,scr6,wind,avaConv,0.1182298428486
h4476,CH,scr6,wind,avaConv,0.105143234353211
h4477,CH,scr6,wind,avaConv,0.106128510820367
h4478,CH,scr6,wind,avaConv,0.127625012469856
h4479,CH,scr6,wind,avaConv,0.168526843258841
h4480,CH,scr6,wind,avaConv,0.176497196094692
h4481,CH,scr6,wind,avaConv,0.15730106079156
h4482,CH,scr6,wind,avaConv,0.108280676027974
h4483,CH,scr6,wind,avaConv,0.0409851752440003
h4484,CH,scr6,wind,avaConv,0.0
h4485,CH,scr6,wind,avaConv,0.00424317108408474
h4486,CH,scr6,wind,avaConv,0.00424317108408474
h4487,CH,scr6,wind,avaConv,0.0
h4488,CH,scr6,wind,avaConv,0.00141439036136158
h4489,CH,scr6,wind,avaConv,0.0
h4490,CH,scr6,wind,avaConv,0.0
h4491,CH,scr6,wind,avaConv,0.0
h4492,CH,scr6,wind,avaConv,0.0127295132522542
h4493,CH,scr6,wind,avaConv,0.0263590930981021
h4494,CH,scr6,wind,avaConv,0.0727125226681794
h4495,CH,scr6,wind,avaConv,0.14256411937815
h4496,CH,scr6,wind,avaConv,0.257205388200296
h4497,CH,scr6,wind,avaConv,0.370907816272911
h4498,CH,scr6,wind,avaConv,0.564570734752234
h4499,CH,scr6,wind,avaConv,0.602448115198652
h4500,CH,scr6,wind,avaConv,0.620623864016711
h4501,CH,scr6,wind,avaConv,0.627082524670926
h4502,CH,scr6,wind,avaConv,0.637280125914806
h4503,CH,scr6,wind,avaConv,0.626040818978785
h4504,CH,scr6,wind,avaConv,0.604065370123208
h4505,CH,scr6,wind,avaConv,0.611806342585
h4506,CH,scr6,wind,avaConv,0.558621301071717
h4507,CH,scr6,wind,avaConv,0.25841897906377
h4508,CH,scr6,wind,avaConv,0.0927711496111254
h4509,CH,scr6,wind,avaConv,0.0727125226681794
h4510,CH,scr6,wind,avaConv,0.0994573585921074
h4511,CH,scr6,wind,avaConv,0.119515985535053
h4512,CH,scr6,wind,avaConv,0.203318614445727
h4513,CH,scr6,wind,avaConv,0.211997828026809
h4514,CH,scr6,wind,avaConv,0.256840431529069
h4515,CH,scr6,wind,avaConv,0.225260285945426
h4516,CH,scr6,wind,avaConv,0.187878774783603
h4517,CH,scr6,wind,avaConv,0.187878774783603
h4518,CH,scr6,wind,avaConv,0.296244427437553
h4519,CH,scr6,wind,avaConv,0.553650781048891
h4520,CH,scr6,wind,avaConv,0.649479225243089
h4521,CH,scr6,wind,avaConv,0.65438558754191
h4522,CH,scr6,wind,avaConv,0.639860371774149
h4523,CH,scr6,wind,avaConv,0.626263270463086
h4524,CH,scr6,wind,avaConv,0.61338642234567
h4525,CH,scr6,wind,avaConv,0.615007408360469
h4526,CH,scr6,wind,avaConv,0.625347381373584
h4527,CH,scr6,wind,avaConv,0.618548047786041
h4528,CH,scr6,wind,avaConv,0.603968901056667
h4529,CH,scr6,wind,avaConv,0.535517037876769
h4530,CH,scr6,wind,avaConv,0.249816014435524
h4531,CH,scr6,wind,avaConv,0.0743027957284697
h4532,CH,scr6,wind,avaConv,0.0
h4533,CH,scr6,wind,avaConv,0.00141439036136158
h4534,CH,scr6,wind,avaConv,0.00424317108408474
h4535,CH,scr6,wind,avaConv,0.0070719518068079
h4536,CH,scr6,wind,avaConv,0.0070719518068079
h4537,CH,scr6,wind,avaConv,0.00734603573538518
h4538,CH,scr6,wind,avaConv,0.0107229843152629
h4539,CH,scr6,wind,avaConv,0.00561359072697113
h4540,CH,scr6,wind,avaConv,0.00388114571855709
h4541,CH,scr6,wind,avaConv,0.00191858750004095
h4542,CH,scr6,wind,avaConv,0.000822251785731837
h4543,CH,scr6,wind,avaConv,0.0550755808449504
h4544,CH,scr6,wind,avaConv,0.0873409363977075
h4545,CH,scr6,wind,avaConv,0.134296764533421
h4546,CH,scr6,wind,avaConv,0.179052992245589
h4547,CH,scr6,wind,avaConv,0.227575808776367
h4548,CH,scr6,wind,avaConv,0.246248592940739
h4549,CH,scr6,wind,avaConv,0.249392296992599
h4550,CH,scr6,wind,avaConv,0.301549024154548
h4551,CH,scr6,wind,avaConv,0.353219342256599
h4552,CH,scr6,wind,avaConv,0.370409348345624
h4553,CH,scr6,wind,avaConv,0.352854718641446
h4554,CH,scr6,wind,avaConv,0.234436201487279
h4555,CH,scr6,wind,avaConv,0.095000463265016
h4556,CH,scr6,wind,avaConv,0.0
h4557,CH,scr6,wind,avaConv,0.00141439036136158
h4558,CH,scr6,wind,avaConv,0.00141439036136158
h4559,CH,scr6,wind,avaConv,0.0
h4560,CH,scr6,wind,avaConv,0.0
h4561,CH,scr6,wind,avaConv,0.0
h4562,CH,scr6,wind,avaConv,0.0
h4563,CH,scr6,wind,avaConv,0.0
h4564,CH,scr6,wind,avaConv,0.0
h4565,CH,scr6,wind,avaConv,0.0
h4566,CH,scr6,wind,avaConv,0.000274083928577279
h4567,CH,scr6,wind,avaConv,0.029381677630916
h4568,CH,scr6,wind,avaConv,0.0726291779302298
h4569,CH,scr6,wind,avaConv,0.108261755164106
h4570,CH,scr6,wind,avaConv,0.131008923083655
h4571,CH,scr6,wind,avaConv,0.166705490838119
h4572,CH,scr6,wind,avaConv,0.234466447970814
h4573,CH,scr6,wind,avaConv,0.368646490220468
h4574,CH,scr6,wind,avaConv,0.456280064883708
h4575,CH,scr6,wind,avaConv,0.439009579033469
h4576,CH,scr6,wind,avaConv,0.399505416378232
h4577,CH,scr6,wind,avaConv,0.38431960735374
h4578,CH,scr6,wind,avaConv,0.316720109212489
h4579,CH,scr6,wind,avaConv,0.132996864215645
h4580,CH,scr6,wind,avaConv,0.00141439036136158
h4581,CH,scr6,wind,avaConv,0.00141439036136158
h4582,CH,scr6,wind,avaConv,0.0
h4583,CH,scr6,wind,avaConv,0.0
h4584,CH,scr6,wind,avaConv,0.0
h4585,CH,scr6,wind,avaConv,0.0
h4586,CH,scr6,wind,avaConv,0.0
h4587,CH,scr6,wind,avaConv,0.0
h4588,CH,scr6,wind,avaConv,0.0
h4589,CH,scr6,wind,avaConv,0.0
h4590,CH,scr6,wind,avaConv,0.0
h4591,CH,scr6,wind,avaConv,0.0
h4592,CH,scr6,wind,avaConv,0.0263590930981021
h4593,CH,scr6,wind,avaConv,0.0412035629719466
h4594,CH,scr6,wind,avaConv,0.0595204843241977
h4595,CH,scr6,wind,avaConv,0.0219870078050412
h4596,CH,scr6,wind,avaConv,0.0224072609416064
h4597,CH,scr6,wind,avaConv,0.0309758482068002
h4598,CH,scr6,wind,avaConv,0.0222111582840897
h4599,CH,scr6,wind,avaConv,0.0218843761627571
h4600,CH,scr6,wind,avaConv,0.0255001988451154
h4601,CH,scr6,wind,avaConv,0.00964070573871387
h4602,CH,scr6,wind,avaConv,0.00159027306029033
h4603,CH,scr6,wind,avaConv,0.0
h4604,CH,scr6,wind,avaConv,0.0
h4605,CH,scr6,wind,avaConv,0.0
h4606,CH,scr6,wind,avaConv,0.0
h4607,CH,scr6,wind,avaConv,0.0
h4608,CH,scr6,wind,avaConv,0.0
h4609,CH,scr6,wind,avaConv,0.0
h4610,CH,scr6,wind,avaConv,0.0
h4611,CH,scr6,wind,avaConv,0.0
h4612,CH,scr6,wind,avaConv,0.0070719518068079
h4613,CH,scr6,wind,avaConv,0.00990073252953106
h4614,CH,scr6,wind,avaConv,0.00141439036136158
h4615,CH,scr6,wind,avaConv,0.0165869415105131
h4616,CH,scr6,wind,avaConv,0.0927711496111254
h4617,CH,scr6,wind,avaConv,0.203683571116955
h4618,CH,scr6,wind,avaConv,0.306838531153353
h4619,CH,scr6,wind,avaConv,0.499336559600025
h4620,CH,scr6,wind,avaConv,0.588593785203806
h4621,CH,scr6,wind,avaConv,0.619930093281289
h4622,CH,scr6,wind,avaConv,0.626635722665268
h4623,CH,scr6,wind,avaConv,0.610176063011594
h4624,CH,scr6,wind,avaConv,0.538898716929178
h4625,CH,scr6,wind,avaConv,0.306263447913843
