timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,scr3,electricity,dem,51.5032133133051
h0002,DE,scr3,electricity,dem,50.552437214404
h0003,DE,scr3,electricity,dem,50.5974743023162
h0004,DE,scr3,electricity,dem,51.4397476539645
h0005,DE,scr3,electricity,dem,53.3861995770414
h0006,DE,scr3,electricity,dem,58.3732572693491
h0007,DE,scr3,electricity,dem,63.5677572693491
h0008,DE,scr3,electricity,dem,66.3099303462722
h0009,DE,scr3,electricity,dem,67.6829303462722
h0010,DE,scr3,electricity,dem,68.9770896869315
h0011,DE,scr3,electricity,dem,69.9688987528656
h0012,DE,scr3,electricity,dem,69.4844935330854
h0013,DE,scr3,electricity,dem,68.3036501264919
h0014,DE,scr3,electricity,dem,67.0816240275908
h0015,DE,scr3,electricity,dem,66.4742998517667
h0016,DE,scr3,electricity,dem,66.9289605660524
h0017,DE,scr3,electricity,dem,69.3692874891293
h0018,DE,scr3,electricity,dem,70.1658644122062
h0019,DE,scr3,electricity,dem,68.7335237528656
h0020,DE,scr3,electricity,dem,65.1234028737447
h0021,DE,scr3,electricity,dem,62.1831006759425
h0022,DE,scr3,electricity,dem,60.3619536979205
h0023,DE,scr3,electricity,dem,56.6035663352831
h0024,DE,scr3,electricity,dem,53.4829083682502
h0025,DE,scr3,electricity,dem,53.5666987921051
h0026,DE,scr3,electricity,dem,52.615922693204
h0027,DE,scr3,electricity,dem,52.6609597811162
h0028,DE,scr3,electricity,dem,53.5032331327645
h0029,DE,scr3,electricity,dem,55.4496850558414
h0030,DE,scr3,electricity,dem,60.4367427481491
h0031,DE,scr3,electricity,dem,65.6312427481491
h0032,DE,scr3,electricity,dem,68.3734158250722
h0033,DE,scr3,electricity,dem,69.7464158250722
h0034,DE,scr3,electricity,dem,71.0405751657315
h0035,DE,scr3,electricity,dem,72.0323842316656
h0036,DE,scr3,electricity,dem,71.5479790118854
h0037,DE,scr3,electricity,dem,70.3671356052919
h0038,DE,scr3,electricity,dem,69.1451095063908
h0039,DE,scr3,electricity,dem,68.5377853305667
h0040,DE,scr3,electricity,dem,68.9924460448524
h0041,DE,scr3,electricity,dem,71.4327729679293
h0042,DE,scr3,electricity,dem,72.2293498910062
h0043,DE,scr3,electricity,dem,70.7970092316656
h0044,DE,scr3,electricity,dem,67.1868883525447
