timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,scr2,electricity,dem,48.5125172921051
h0002,DE,scr2,electricity,dem,47.561741193204
h0003,DE,scr2,electricity,dem,47.6067782811161
h0004,DE,scr2,electricity,dem,48.4490516327645
h0005,DE,scr2,electricity,dem,50.3955035558414
h0006,DE,scr2,electricity,dem,55.3825612481491
h0007,DE,scr2,electricity,dem,60.5770612481491
h0008,DE,scr2,electricity,dem,63.3192343250722
h0009,DE,scr2,electricity,dem,64.6922343250722
h0010,DE,scr2,electricity,dem,65.9863936657315
h0011,DE,scr2,electricity,dem,66.9782027316656
h0012,DE,scr2,electricity,dem,66.4937975118853
h0013,DE,scr2,electricity,dem,65.3129541052919
h0014,DE,scr2,electricity,dem,64.0909280063908
h0015,DE,scr2,electricity,dem,63.4836038305667
h0016,DE,scr2,electricity,dem,63.9382645448524
h0017,DE,scr2,electricity,dem,66.3785914679293
h0018,DE,scr2,electricity,dem,67.1751683910062
h0019,DE,scr2,electricity,dem,65.7428277316656
h0020,DE,scr2,electricity,dem,62.1327068525447
h0021,DE,scr2,electricity,dem,59.1924046547425
h0022,DE,scr2,electricity,dem,57.3712576767205
h0023,DE,scr2,electricity,dem,53.6128703140831
h0024,DE,scr2,electricity,dem,50.4922123470502
h0025,DE,scr2,electricity,dem,39.0312718575051
h0026,DE,scr2,electricity,dem,38.080495758604
h0027,DE,scr2,electricity,dem,38.1255328465161
h0028,DE,scr2,electricity,dem,38.9678061981645
h0029,DE,scr2,electricity,dem,40.9142581212414
h0030,DE,scr2,electricity,dem,45.9013158135491
h0031,DE,scr2,electricity,dem,51.0958158135491
h0032,DE,scr2,electricity,dem,53.8379888904722
h0033,DE,scr2,electricity,dem,55.2109888904722
h0034,DE,scr2,electricity,dem,56.5051482311315
h0035,DE,scr2,electricity,dem,57.4969572970656
h0036,DE,scr2,electricity,dem,57.0125520772854
h0037,DE,scr2,electricity,dem,55.8317086706919
h0038,DE,scr2,electricity,dem,54.6096825717908
h0039,DE,scr2,electricity,dem,54.0023583959667
h0040,DE,scr2,electricity,dem,54.4570191102524
h0041,DE,scr2,electricity,dem,56.8973460333293
h0042,DE,scr2,electricity,dem,57.6939229564062
h0043,DE,scr2,electricity,dem,56.2615822970656
h0044,DE,scr2,electricity,dem,52.6514614179447
h0045,DE,scr2,electricity,dem,49.7111592201425
h0046,DE,scr2,electricity,dem,47.8900122421205
h0047,DE,scr2,electricity,dem,44.1316248794831
h0048,DE,scr2,electricity,dem,41.0109669124502
h0049,DE,scr2,electricity,dem,36.0075324175051
h0050,DE,scr2,electricity,dem,35.056756318604
h0051,DE,scr2,electricity,dem,35.1017934065161
h0052,DE,scr2,electricity,dem,35.9440667581645
h0053,DE,scr2,electricity,dem,37.8905186812414
h0054,DE,scr2,electricity,dem,42.8775763735491
h0055,DE,scr2,electricity,dem,48.0720763735491
h0056,DE,scr2,electricity,dem,50.8142494504722
h0057,DE,scr2,electricity,dem,52.1872494504722
h0058,DE,scr2,electricity,dem,53.4814087911315
h0059,DE,scr2,electricity,dem,54.4732178570656
h0060,DE,scr2,electricity,dem,53.9888126372853
h0061,DE,scr2,electricity,dem,52.8079692306919
h0062,DE,scr2,electricity,dem,51.5859431317908
h0063,DE,scr2,electricity,dem,50.9786189559667
h0064,DE,scr2,electricity,dem,51.4332796702524
h0065,DE,scr2,electricity,dem,53.8736065933293
h0066,DE,scr2,electricity,dem,54.6701835164062
h0067,DE,scr2,electricity,dem,53.2378428570656
h0068,DE,scr2,electricity,dem,49.6277219779447
h0069,DE,scr2,electricity,dem,46.6874197801425
h0070,DE,scr2,electricity,dem,44.8662728021205
h0071,DE,scr2,electricity,dem,41.1078854394831
h0072,DE,scr2,electricity,dem,37.9872274724502
h0073,DE,scr2,electricity,dem,47.8086765798051
h0074,DE,scr2,electricity,dem,46.857900480904
h0075,DE,scr2,electricity,dem,46.9029375688162
h0076,DE,scr2,electricity,dem,47.7452109204645
h0077,DE,scr2,electricity,dem,49.6916628435414
h0078,DE,scr2,electricity,dem,54.6787205358491
h0079,DE,scr2,electricity,dem,59.8732205358491
h0080,DE,scr2,electricity,dem,62.6153936127722
