timestep_4,region_1,scenario_1,carrier_1,parameter,value
h2209,DE,scr3,electricity,dem,46.660192910622
h2210,DE,scr3,electricity,dem,46.6310596688637
h2211,DE,scr3,electricity,dem,47.5410775260066
h2212,DE,scr3,electricity,dem,49.4982011523802
h2213,DE,scr3,electricity,dem,53.8310404380945
h2214,DE,scr3,electricity,dem,58.5631324710615
h2215,DE,scr3,electricity,dem,62.0752025260066
h2216,DE,scr3,electricity,dem,64.0505926358967
h2217,DE,scr3,electricity,dem,65.542986866666
h2218,DE,scr3,electricity,dem,66.9393797238088
h2219,DE,scr3,electricity,dem,66.9182437347978
h2220,DE,scr3,electricity,dem,65.8871915369956
h2221,DE,scr3,electricity,dem,64.4807025260066
h2222,DE,scr3,electricity,dem,63.2980143391934
h2223,DE,scr3,electricity,dem,62.2367973062264
h2224,DE,scr3,electricity,dem,61.8795555479846
h2225,DE,scr3,electricity,dem,62.193681921611
h2226,DE,scr3,electricity,dem,62.7259140644682
h2227,DE,scr3,electricity,dem,62.1239250534791
h2228,DE,scr3,electricity,dem,59.8995926358967
h2229,DE,scr3,electricity,dem,57.1504772512813
h2230,DE,scr3,electricity,dem,53.5888577457868
h2231,DE,scr3,electricity,dem,50.1243453831494
h2232,DE,scr3,electricity,dem,47.8329374161165
h2233,DE,scr3,electricity,dem,49.232250469122
h2234,DE,scr3,electricity,dem,49.2031172273637
h2235,DE,scr3,electricity,dem,50.1131350845066
h2236,DE,scr3,electricity,dem,52.0702587108802
h2237,DE,scr3,electricity,dem,56.4030979965945
h2238,DE,scr3,electricity,dem,61.1351900295615
h2239,DE,scr3,electricity,dem,64.6472600845066
h2240,DE,scr3,electricity,dem,66.6226501943967
h2241,DE,scr3,electricity,dem,68.115044425166
h2242,DE,scr3,electricity,dem,69.5114372823088
h2243,DE,scr3,electricity,dem,69.4903012932978
h2244,DE,scr3,electricity,dem,68.4592490954956
h2245,DE,scr3,electricity,dem,67.0527600845066
h2246,DE,scr3,electricity,dem,65.8700718976934
h2247,DE,scr3,electricity,dem,64.8088548647264
h2248,DE,scr3,electricity,dem,64.4516131064846
h2249,DE,scr3,electricity,dem,64.765739480111
h2250,DE,scr3,electricity,dem,65.2979716229682
h2251,DE,scr3,electricity,dem,64.6959826119791
h2252,DE,scr3,electricity,dem,62.4716501943967
h2253,DE,scr3,electricity,dem,59.7225348097813
h2254,DE,scr3,electricity,dem,56.1609153042868
