timestep_4,region_1,scenario_1,carrier_1,parameter,value
h2209,FR,scr2,electricity,dem,56.7806707720821
h2210,FR,scr2,electricity,dem,54.5653026402139
h2211,FR,scr2,electricity,dem,53.2445389039502
h2212,FR,scr2,electricity,dem,54.1104125303238
h2213,FR,scr2,electricity,dem,57.0504784643897
h2214,FR,scr2,electricity,dem,60.803236706148
h2215,FR,scr2,electricity,dem,63.5504125303238
h2216,FR,scr2,electricity,dem,65.1462202226315
h2217,FR,scr2,electricity,dem,65.5916323105436
h2218,FR,scr2,electricity,dem,65.6868795632908
h2219,FR,scr2,electricity,dem,66.0073740687853
h2220,FR,scr2,electricity,dem,64.985714728126
h2221,FR,scr2,electricity,dem,63.3514619808733
h2222,FR,scr2,electricity,dem,61.3960114314227
h2223,FR,scr2,electricity,dem,59.7086817610931
h2224,FR,scr2,electricity,dem,58.8832202226315
h2225,FR,scr2,electricity,dem,59.8468520907634
h2226,FR,scr2,electricity,dem,61.7279564863678
h2227,FR,scr2,electricity,dem,62.601736706148
h2228,FR,scr2,electricity,dem,61.8156268160381
h2229,FR,scr2,electricity,dem,61.868747695159
h2230,FR,scr2,electricity,dem,62.9574235193348
h2231,FR,scr2,electricity,dem,61.0465169259282
h2232,FR,scr2,electricity,dem,58.3017202226315
h2233,FR,scr2,electricity,dem,52.1536041291821
h2234,FR,scr2,electricity,dem,49.9382359973139
h2235,FR,scr2,electricity,dem,48.6174722610502
h2236,FR,scr2,electricity,dem,49.4833458874238
h2237,FR,scr2,electricity,dem,52.4234118214897
h2238,FR,scr2,electricity,dem,56.176170063248
h2239,FR,scr2,electricity,dem,58.9233458874238
h2240,FR,scr2,electricity,dem,60.5191535797315
h2241,FR,scr2,electricity,dem,60.9645656676436
h2242,FR,scr2,electricity,dem,61.0598129203908
h2243,FR,scr2,electricity,dem,61.3803074258853
h2244,FR,scr2,electricity,dem,60.358648085226
h2245,FR,scr2,electricity,dem,58.7243953379733
h2246,FR,scr2,electricity,dem,56.7689447885227
h2247,FR,scr2,electricity,dem,55.0816151181931
h2248,FR,scr2,electricity,dem,54.2561535797315
h2249,FR,scr2,electricity,dem,55.2197854478634
