timestep_4,region_1,scenario_1,technology_1,parameter,value
h6577,CH,scr1,wind,avaConv,0.0458069605668239
h6578,CH,scr1,wind,avaConv,0.055450531212471
h6579,CH,scr1,wind,avaConv,0.0602723165352946
h6580,CH,scr1,wind,avaConv,0.055450531212471
h6581,CH,scr1,wind,avaConv,0.0312451688918967
h6582,CH,scr1,wind,avaConv,0.0165869415105131
h6583,CH,scr1,wind,avaConv,0.00424317108408474
h6584,CH,scr1,wind,avaConv,0.0
h6585,CH,scr1,wind,avaConv,0.0361312446856913
h6586,CH,scr1,wind,avaConv,0.119515985535053
h6587,CH,scr1,wind,avaConv,0.133884905797068
h6588,CH,scr1,wind,avaConv,0.168966716792625
h6589,CH,scr1,wind,avaConv,0.205783904102296
h6590,CH,scr1,wind,avaConv,0.294181935865991
h6591,CH,scr1,wind,avaConv,0.294884667344995
h6592,CH,scr1,wind,avaConv,0.143203159977955
h6593,CH,scr1,wind,avaConv,0.0927711496111254
h6594,CH,scr1,wind,avaConv,0.0
h6595,CH,scr1,wind,avaConv,0.0
h6596,CH,scr1,wind,avaConv,0.0
h6597,CH,scr1,wind,avaConv,0.0
h6598,CH,scr1,wind,avaConv,0.0
h6599,CH,scr1,wind,avaConv,0.0
h6600,CH,scr1,wind,avaConv,0.0
h6601,CH,scr1,wind,avaConv,0.0
h6602,CH,scr1,wind,avaConv,0.0
h6603,CH,scr1,wind,avaConv,0.0
h6604,CH,scr1,wind,avaConv,0.0
h6605,CH,scr1,wind,avaConv,0.0
h6606,CH,scr1,wind,avaConv,0.0
h6607,CH,scr1,wind,avaConv,0.0
h6608,CH,scr1,wind,avaConv,0.0
h6609,CH,scr1,wind,avaConv,0.0
h6610,CH,scr1,wind,avaConv,0.0
h6611,CH,scr1,wind,avaConv,0.0
h6612,CH,scr1,wind,avaConv,0.0
h6613,CH,scr1,wind,avaConv,0.0
h6614,CH,scr1,wind,avaConv,0.0
h6615,CH,scr1,wind,avaConv,0.0
h6616,CH,scr1,wind,avaConv,0.00137041964288639
h6617,CH,scr1,wind,avaConv,0.000822251785731837
h6618,CH,scr1,wind,avaConv,0.0
h6619,CH,scr1,wind,avaConv,0.0
h6620,CH,scr1,wind,avaConv,0.0
h6621,CH,scr1,wind,avaConv,0.0
h6622,CH,scr1,wind,avaConv,0.0
h6623,CH,scr1,wind,avaConv,0.0
h6624,CH,scr1,wind,avaConv,0.0
h6625,CH,scr1,wind,avaConv,0.0127295132522542
h6626,CH,scr1,wind,avaConv,0.0313668211156393
h6627,CH,scr1,wind,avaConv,0.0364962013569189
h6628,CH,scr1,wind,avaConv,0.041933476314402
h6629,CH,scr1,wind,avaConv,0.0423702517702946
h6630,CH,scr1,wind,avaConv,0.0485362075700377
h6631,CH,scr1,wind,avaConv,0.0575660540707121
h6632,CH,scr1,wind,avaConv,0.0317288464129154
h6633,CH,scr1,wind,avaConv,0.10461591923308
h6634,CH,scr1,wind,avaConv,0.129765818550972
h6635,CH,scr1,wind,avaConv,0.29173596665843
h6636,CH,scr1,wind,avaConv,0.481607179763291
h6637,CH,scr1,wind,avaConv,0.526547618028161
h6638,CH,scr1,wind,avaConv,0.482893522125047
h6639,CH,scr1,wind,avaConv,0.32570988293158
h6640,CH,scr1,wind,avaConv,0.129416451496624
h6641,CH,scr1,wind,avaConv,0.0331637563919377
h6642,CH,scr1,wind,avaConv,0.0506287458896475
h6643,CH,scr1,wind,avaConv,0.0727125226681794
h6644,CH,scr1,wind,avaConv,0.0793987316491614
h6645,CH,scr1,wind,avaConv,0.0927711496111254
h6646,CH,scr1,wind,avaConv,0.119637637758796
h6647,CH,scr1,wind,avaConv,0.160044198764058
h6648,CH,scr1,wind,avaConv,0.119637637758796
h6649,CH,scr1,wind,avaConv,0.0931361062823531
h6650,CH,scr1,wind,avaConv,0.0998223152633351
h6651,CH,scr1,wind,avaConv,0.0866932017488562
h6652,CH,scr1,wind,avaConv,0.0800069927678742
h6653,CH,scr1,wind,avaConv,0.0797636883203891
h6654,CH,scr1,wind,avaConv,0.0668778792533953
h6655,CH,scr1,wind,avaConv,0.0613671865489776
h6656,CH,scr1,wind,avaConv,0.0214730173043076
h6657,CH,scr1,wind,avaConv,0.0509937025608751
h6658,CH,scr1,wind,avaConv,0.0668969332250311
h6659,CH,scr1,wind,avaConv,0.261002989593709
h6660,CH,scr1,wind,avaConv,0.44647223732014
h6661,CH,scr1,wind,avaConv,0.512617105239123
h6662,CH,scr1,wind,avaConv,0.497006979101445
h6663,CH,scr1,wind,avaConv,0.342047456990645
h6664,CH,scr1,wind,avaConv,0.163739134853864
h6665,CH,scr1,wind,avaConv,0.0289862078715852
h6666,CH,scr1,wind,avaConv,0.0326155885347831
h6667,CH,scr1,wind,avaConv,0.0605625230479058
h6668,CH,scr1,wind,avaConv,0.101260156624995
h6669,CH,scr1,wind,avaConv,0.144366917411038
h6670,CH,scr1,wind,avaConv,0.170769514825513
h6671,CH,scr1,wind,avaConv,0.152478909168294
h6672,CH,scr1,wind,avaConv,0.119927844271407
h6673,CH,scr1,wind,avaConv,0.0928678851153291
h6674,CH,scr1,wind,avaConv,0.0730027291807906
h6675,CH,scr1,wind,avaConv,0.0557407377250823
h6676,CH,scr1,wind,avaConv,0.041468852765019
h6677,CH,scr1,wind,avaConv,0.0266492996107134
h6678,CH,scr1,wind,avaConv,0.0413970339803541
h6679,CH,scr1,wind,avaConv,0.0664381724235512
h6680,CH,scr1,wind,avaConv,0.0611429360731283
h6681,CH,scr1,wind,avaConv,0.21941321736281
h6682,CH,scr1,wind,avaConv,0.377156783291659
h6683,CH,scr1,wind,avaConv,0.595184724239123
h6684,CH,scr1,wind,avaConv,0.6202328912785
h6685,CH,scr1,wind,avaConv,0.616088187893371
h6686,CH,scr1,wind,avaConv,0.592742885605189
h6687,CH,scr1,wind,avaConv,0.502040623446038
h6688,CH,scr1,wind,avaConv,0.21470788784514
h6689,CH,scr1,wind,avaConv,0.0740829423110658
h6690,CH,scr1,wind,avaConv,0.0
h6691,CH,scr1,wind,avaConv,0.0
h6692,CH,scr1,wind,avaConv,0.0
h6693,CH,scr1,wind,avaConv,0.0
h6694,CH,scr1,wind,avaConv,0.0
h6695,CH,scr1,wind,avaConv,0.0
h6696,CH,scr1,wind,avaConv,0.0
h6697,CH,scr1,wind,avaConv,0.0
h6698,CH,scr1,wind,avaConv,0.0
h6699,CH,scr1,wind,avaConv,0.0
h6700,CH,scr1,wind,avaConv,0.0
h6701,CH,scr1,wind,avaConv,0.0
h6702,CH,scr1,wind,avaConv,0.0
h6703,CH,scr1,wind,avaConv,0.0
h6704,CH,scr1,wind,avaConv,0.0
h6705,CH,scr1,wind,avaConv,0.0
h6706,CH,scr1,wind,avaConv,0.0
h6707,CH,scr1,wind,avaConv,0.00137041964288639
h6708,CH,scr1,wind,avaConv,0.00537175186594594
h6709,CH,scr1,wind,avaConv,0.00696788769151243
h6710,CH,scr1,wind,avaConv,0.00791472308114303
h6711,CH,scr1,wind,avaConv,0.00537175186594594
h6712,CH,scr1,wind,avaConv,0.00416109237021869
h6713,CH,scr1,wind,avaConv,0.00137041964288639
h6714,CH,scr1,wind,avaConv,0.0
h6715,CH,scr1,wind,avaConv,0.0
h6716,CH,scr1,wind,avaConv,0.0
h6717,CH,scr1,wind,avaConv,0.0
h6718,CH,scr1,wind,avaConv,0.0
h6719,CH,scr1,wind,avaConv,0.0
h6720,CH,scr1,wind,avaConv,0.0
h6721,CH,scr1,wind,avaConv,0.0
h6722,CH,scr1,wind,avaConv,0.0
