timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,LU,scr3,wind,avaConv,0.102020720411389
h0002,LU,scr3,wind,avaConv,0.0904645639328622
h0003,LU,scr3,wind,avaConv,0.0741734823073114
h0004,LU,scr3,wind,avaConv,0.066338912177589
h0005,LU,scr3,wind,avaConv,0.0572667730752334
h0006,LU,scr3,wind,avaConv,0.0661611694020795
h0007,LU,scr3,wind,avaConv,0.116324114220709
h0008,LU,scr3,wind,avaConv,0.149523365074233
h0009,LU,scr3,wind,avaConv,0.158538834897202
h0010,LU,scr3,wind,avaConv,0.20301886744055
h0011,LU,scr3,wind,avaConv,0.113623956542724
h0012,LU,scr3,wind,avaConv,0.0676585650669
h0013,LU,scr3,wind,avaConv,0.0860393859832666
h0014,LU,scr3,wind,avaConv,0.102229914943382
h0015,LU,scr3,wind,avaConv,0.0803378861693804
h0016,LU,scr3,wind,avaConv,0.0422529210847339
h0017,LU,scr3,wind,avaConv,0.0829519351668569
h0018,LU,scr3,wind,avaConv,0.146064485849329
h0019,LU,scr3,wind,avaConv,0.173149569229677
h0020,LU,scr3,wind,avaConv,0.208406831190681
h0021,LU,scr3,wind,avaConv,0.253568316007903
h0022,LU,scr3,wind,avaConv,0.303439429767097
h0023,LU,scr3,wind,avaConv,0.284554425319095
h0024,LU,scr3,wind,avaConv,0.262072183310592
h0025,LU,scr3,wind,avaConv,0.242514092938518
h0026,LU,scr3,wind,avaConv,0.209974707941612
h0027,LU,scr3,wind,avaConv,0.173375496540754
h0028,LU,scr3,wind,avaConv,0.16578915071185
h0029,LU,scr3,wind,avaConv,0.207355212913684
h0030,LU,scr3,wind,avaConv,0.234665236962829
h0031,LU,scr3,wind,avaConv,0.259250754368076
h0032,LU,scr3,wind,avaConv,0.26166306691423
h0033,LU,scr3,wind,avaConv,0.247165829050701
h0034,LU,scr3,wind,avaConv,0.286651228357059
h0035,LU,scr3,wind,avaConv,0.174813302090548
h0036,LU,scr3,wind,avaConv,0.0657645628999175
h0037,LU,scr3,wind,avaConv,0.0194148385109429
h0038,LU,scr3,wind,avaConv,0.00102052094296772
h0039,LU,scr3,wind,avaConv,0.00102052094296772
h0040,LU,scr3,wind,avaConv,2.08366230998814e-5
h0041,LU,scr3,wind,avaConv,0.0
h0042,LU,scr3,wind,avaConv,0.0
h0043,LU,scr3,wind,avaConv,0.0
h0044,LU,scr3,wind,avaConv,0.0
h0045,LU,scr3,wind,avaConv,0.0
h0046,LU,scr3,wind,avaConv,0.0
h0047,LU,scr3,wind,avaConv,0.0
h0048,LU,scr3,wind,avaConv,0.0
h0049,LU,scr3,wind,avaConv,0.0
h0050,LU,scr3,wind,avaConv,0.0
h0051,LU,scr3,wind,avaConv,0.0
h0052,LU,scr3,wind,avaConv,0.0
h0053,LU,scr3,wind,avaConv,0.0
h0054,LU,scr3,wind,avaConv,0.0
h0055,LU,scr3,wind,avaConv,0.0
h0056,LU,scr3,wind,avaConv,0.0
h0057,LU,scr3,wind,avaConv,0.0
h0058,LU,scr3,wind,avaConv,0.0
h0059,LU,scr3,wind,avaConv,0.0
h0060,LU,scr3,wind,avaConv,0.0
h0061,LU,scr3,wind,avaConv,0.0
h0062,LU,scr3,wind,avaConv,0.0
h0063,LU,scr3,wind,avaConv,0.0
h0064,LU,scr3,wind,avaConv,0.0
h0065,LU,scr3,wind,avaConv,0.0
h0066,LU,scr3,wind,avaConv,0.0
h0067,LU,scr3,wind,avaConv,0.0
h0068,LU,scr3,wind,avaConv,0.0
