timestep_4,region_1,scenario_1,carrier_1,parameter,value
h4393,AT,scr1,electricity,dem,4.40109356204295
h4394,AT,scr1,electricity,dem,4.25018167679705
h4395,AT,scr1,electricity,dem,4.30942757843639
h4396,AT,scr1,electricity,dem,4.66114069319049
h4397,AT,scr1,electricity,dem,5.42716733253476
h4398,AT,scr1,electricity,dem,6.20568372597738
h4399,AT,scr1,electricity,dem,6.58633536532164
h4400,AT,scr1,electricity,dem,6.74409970958394
h4401,AT,scr1,electricity,dem,6.88923085712492
h4402,AT,scr1,electricity,dem,7.02679028335443
h4403,AT,scr1,electricity,dem,6.83040503745279
h4404,AT,scr1,electricity,dem,6.74269807023967
h4405,AT,scr1,electricity,dem,6.63447470958394
h4406,AT,scr1,electricity,dem,6.56815708663312
h4407,AT,scr1,electricity,dem,6.49754643089541
h4408,AT,scr1,electricity,dem,6.50698905384623
h4409,AT,scr1,electricity,dem,6.4507370046659
h4410,AT,scr1,electricity,dem,6.17866733253475
h4411,AT,scr1,electricity,dem,5.98449725056754
h4412,AT,scr1,electricity,dem,5.81976774237082
h4413,AT,scr1,electricity,dem,5.64480052925607
h4414,AT,scr1,electricity,dem,5.14393782433803
h4415,AT,scr1,electricity,dem,4.8335013489282
h4416,AT,scr1,electricity,dem,4.51409766040361
h4417,AT,scr1,electricity,dem,3.86891668289295
h4418,AT,scr1,electricity,dem,3.71800479764705
h4419,AT,scr1,electricity,dem,3.77725069928639
h4420,AT,scr1,electricity,dem,4.12896381404049
h4421,AT,scr1,electricity,dem,4.89499045338476
h4422,AT,scr1,electricity,dem,5.67350684682738
h4423,AT,scr1,electricity,dem,6.05415848617164
h4424,AT,scr1,electricity,dem,6.21192283043394
h4425,AT,scr1,electricity,dem,6.35705397797492
h4426,AT,scr1,electricity,dem,6.49461340420443
h4427,AT,scr1,electricity,dem,6.29822815830279
h4428,AT,scr1,electricity,dem,6.21052119108967
h4429,AT,scr1,electricity,dem,6.10229783043394
h4430,AT,scr1,electricity,dem,6.03598020748312
h4431,AT,scr1,electricity,dem,5.96536955174541
h4432,AT,scr1,electricity,dem,5.97481217469623
h4433,AT,scr1,electricity,dem,5.9185601255159
h4434,AT,scr1,electricity,dem,5.64649045338475
h4435,AT,scr1,electricity,dem,5.45232037141754
h4436,AT,scr1,electricity,dem,5.28759086322082
h4437,AT,scr1,electricity,dem,5.11262365010607
h4438,AT,scr1,electricity,dem,4.61176094518803
h4439,AT,scr1,electricity,dem,4.3013244697782
h4440,AT,scr1,electricity,dem,3.98192078125361
h4441,AT,scr1,electricity,dem,5.26634234162295
h4442,AT,scr1,electricity,dem,5.11543045637705
h4443,AT,scr1,electricity,dem,5.17467635801639
h4444,AT,scr1,electricity,dem,5.52638947277049
h4445,AT,scr1,electricity,dem,6.29241611211476
h4446,AT,scr1,electricity,dem,7.07093250555738
h4447,AT,scr1,electricity,dem,7.45158414490164
h4448,AT,scr1,electricity,dem,7.60934848916394
h4449,AT,scr1,electricity,dem,7.75447963670492
h4450,AT,scr1,electricity,dem,7.89203906293443
h4451,AT,scr1,electricity,dem,7.69565381703279
h4452,AT,scr1,electricity,dem,7.60794684981967
h4453,AT,scr1,electricity,dem,7.49972348916394
h4454,AT,scr1,electricity,dem,7.43340586621312
h4455,AT,scr1,electricity,dem,7.36279521047541
h4456,AT,scr1,electricity,dem,7.37223783342623
h4457,AT,scr1,electricity,dem,7.3159857842459
h4458,AT,scr1,electricity,dem,7.04391611211475
h4459,AT,scr1,electricity,dem,6.84974603014754
h4460,AT,scr1,electricity,dem,6.68501652195082
h4461,AT,scr1,electricity,dem,6.51004930883607
h4462,AT,scr1,electricity,dem,6.00918660391803
h4463,AT,scr1,electricity,dem,5.6987501285082
h4464,AT,scr1,electricity,dem,5.37934643998361
h4465,AT,scr1,electricity,dem,5.43796719696295
h4466,AT,scr1,electricity,dem,5.28705531171705
h4467,AT,scr1,electricity,dem,5.34630121335639
h4468,AT,scr1,electricity,dem,5.69801432811049
h4469,AT,scr1,electricity,dem,6.46404096745476
h4470,AT,scr1,electricity,dem,7.24255736089738
h4471,AT,scr1,electricity,dem,7.62320900024164
h4472,AT,scr1,electricity,dem,7.78097334450394
h4473,AT,scr1,electricity,dem,7.92610449204492
h4474,AT,scr1,electricity,dem,8.06366391827443
h4475,AT,scr1,electricity,dem,7.86727867237279
h4476,AT,scr1,electricity,dem,7.77957170515967
h4477,AT,scr1,electricity,dem,7.67134834450394
h4478,AT,scr1,electricity,dem,7.60503072155312
h4479,AT,scr1,electricity,dem,7.53442006581541
h4480,AT,scr1,electricity,dem,7.54386268876623
h4481,AT,scr1,electricity,dem,7.4876106395859
h4482,AT,scr1,electricity,dem,7.21554096745475
h4483,AT,scr1,electricity,dem,7.02137088548754
h4484,AT,scr1,electricity,dem,6.85664137729082
h4485,AT,scr1,electricity,dem,6.68167416417607
h4486,AT,scr1,electricity,dem,6.18081145925803
h4487,AT,scr1,electricity,dem,5.8703749838482
h4488,AT,scr1,electricity,dem,5.55097129532361
h4489,AT,scr1,electricity,dem,5.43796719696295
h4490,AT,scr1,electricity,dem,5.28705531171705
h4491,AT,scr1,electricity,dem,5.34630121335639
h4492,AT,scr1,electricity,dem,5.69801432811049
h4493,AT,scr1,electricity,dem,6.46404096745476
h4494,AT,scr1,electricity,dem,7.24255736089738
h4495,AT,scr1,electricity,dem,7.62320900024164
h4496,AT,scr1,electricity,dem,7.78097334450394
h4497,AT,scr1,electricity,dem,7.92610449204492
h4498,AT,scr1,electricity,dem,8.06366391827443
h4499,AT,scr1,electricity,dem,7.86727867237279
h4500,AT,scr1,electricity,dem,7.77957170515967
h4501,AT,scr1,electricity,dem,7.67134834450394
h4502,AT,scr1,electricity,dem,7.60503072155312
h4503,AT,scr1,electricity,dem,7.53442006581541
h4504,AT,scr1,electricity,dem,7.54386268876623
h4505,AT,scr1,electricity,dem,7.4876106395859
h4506,AT,scr1,electricity,dem,7.21554096745475
h4507,AT,scr1,electricity,dem,7.02137088548754
h4508,AT,scr1,electricity,dem,6.85664137729082
h4509,AT,scr1,electricity,dem,6.68167416417607
h4510,AT,scr1,electricity,dem,6.18081145925803
