timestep_4,region_1,scenario_1,technology_1,parameter,value
h2209,AT,scr4,solar,avaConv,0.0
h2210,AT,scr4,solar,avaConv,0.0
h2211,AT,scr4,solar,avaConv,0.0
h2212,AT,scr4,solar,avaConv,0.0
h2213,AT,scr4,solar,avaConv,0.00278039306419669
h2214,AT,scr4,solar,avaConv,0.058210364056499
h2215,AT,scr4,solar,avaConv,0.157963219698969
h2216,AT,scr4,solar,avaConv,0.27831806181719
h2217,AT,scr4,solar,avaConv,0.391683817037811
h2218,AT,scr4,solar,avaConv,0.464396132389742
h2219,AT,scr4,solar,avaConv,0.51507976206119
h2220,AT,scr4,solar,avaConv,0.505939215867499
h2221,AT,scr4,solar,avaConv,0.471388919145567
h2222,AT,scr4,solar,avaConv,0.379979834318707
h2223,AT,scr4,solar,avaConv,0.262325408435728
h2224,AT,scr4,solar,avaConv,0.148832562470825
h2225,AT,scr4,solar,avaConv,0.055909571822162
h2226,AT,scr4,solar,avaConv,0.00314755343912486
h2227,AT,scr4,solar,avaConv,0.0
h2228,AT,scr4,solar,avaConv,0.0
h2229,AT,scr4,solar,avaConv,0.0
h2230,AT,scr4,solar,avaConv,0.0
h2231,AT,scr4,solar,avaConv,0.0
h2232,AT,scr4,solar,avaConv,0.0
h2233,AT,scr4,solar,avaConv,0.0
h2234,AT,scr4,solar,avaConv,0.0
h2235,AT,scr4,solar,avaConv,0.0
h2236,AT,scr4,solar,avaConv,0.0
h2237,AT,scr4,solar,avaConv,0.00302508061567441
h2238,AT,scr4,solar,avaConv,0.0696539034797023
h2239,AT,scr4,solar,avaConv,0.221385717427647
h2240,AT,scr4,solar,avaConv,0.396542232869901
h2241,AT,scr4,solar,avaConv,0.542984305360135
h2242,AT,scr4,solar,avaConv,0.650045059455386
h2243,AT,scr4,solar,avaConv,0.715241967621898
h2244,AT,scr4,solar,avaConv,0.724804816081424
h2245,AT,scr4,solar,avaConv,0.68070364591524
h2246,AT,scr4,solar,avaConv,0.587427069732208
h2247,AT,scr4,solar,avaConv,0.449470549681978
h2248,AT,scr4,solar,avaConv,0.280162861431314
h2249,AT,scr4,solar,avaConv,0.108510240913615
h2250,AT,scr4,solar,avaConv,0.00621133112932944
h2251,AT,scr4,solar,avaConv,0.0
h2252,AT,scr4,solar,avaConv,0.0
h2253,AT,scr4,solar,avaConv,0.0
h2254,AT,scr4,solar,avaConv,0.0
h2255,AT,scr4,solar,avaConv,0.0
h2256,AT,scr4,solar,avaConv,0.0
h2257,AT,scr4,solar,avaConv,0.0
h2258,AT,scr4,solar,avaConv,0.0
h2259,AT,scr4,solar,avaConv,0.0
h2260,AT,scr4,solar,avaConv,0.0
h2261,AT,scr4,solar,avaConv,0.00569438981501397
h2262,AT,scr4,solar,avaConv,0.104322539611601
h2263,AT,scr4,solar,avaConv,0.270350427773233
h2264,AT,scr4,solar,avaConv,0.441934566664356
h2265,AT,scr4,solar,avaConv,0.594230371314047
h2266,AT,scr4,solar,avaConv,0.703605807620764
h2267,AT,scr4,solar,avaConv,0.766395083090258
h2268,AT,scr4,solar,avaConv,0.772242280151421
h2269,AT,scr4,solar,avaConv,0.719506081645239
h2270,AT,scr4,solar,avaConv,0.615387842203977
h2271,AT,scr4,solar,avaConv,0.466274435594858
h2272,AT,scr4,solar,avaConv,0.289656897860333
h2273,AT,scr4,solar,avaConv,0.114325079017936
h2274,AT,scr4,solar,avaConv,0.00688060716888672
h2275,AT,scr4,solar,avaConv,0.0
h2276,AT,scr4,solar,avaConv,0.0
h2277,AT,scr4,solar,avaConv,0.0
h2278,AT,scr4,solar,avaConv,0.0
h2279,AT,scr4,solar,avaConv,0.0
h2280,AT,scr4,solar,avaConv,0.0
