timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,DE,scr4,wind,avaConv,0.0751299128103692
h0002,DE,scr4,wind,avaConv,0.0751804094091346
h0003,DE,scr4,wind,avaConv,0.0755929096326291
h0004,DE,scr4,wind,avaConv,0.0763915496562202
h0005,DE,scr4,wind,avaConv,0.0782108922208612
h0006,DE,scr4,wind,avaConv,0.0768843806364111
h0007,DE,scr4,wind,avaConv,0.0750717516842947
h0008,DE,scr4,wind,avaConv,0.0718229689878804
h0009,DE,scr4,wind,avaConv,0.073363328991903
h0010,DE,scr4,wind,avaConv,0.0778121567134162
h0011,DE,scr4,wind,avaConv,0.0730068090578107
h0012,DE,scr4,wind,avaConv,0.0654193837531032
h0013,DE,scr4,wind,avaConv,0.0535003676185388
h0014,DE,scr4,wind,avaConv,0.0393409264491157
h0015,DE,scr4,wind,avaConv,0.0230573451433082
h0016,DE,scr4,wind,avaConv,0.0246588219860413
h0017,DE,scr4,wind,avaConv,0.030494474361165
h0018,DE,scr4,wind,avaConv,0.0372999717619236
h0019,DE,scr4,wind,avaConv,0.0437700193336452
h0020,DE,scr4,wind,avaConv,0.0507557177611963
h0021,DE,scr4,wind,avaConv,0.0528647725983916
h0022,DE,scr4,wind,avaConv,0.0536149661933343
h0023,DE,scr4,wind,avaConv,0.0539687697688983
h0024,DE,scr4,wind,avaConv,0.0557476804711174
h0025,DE,scr4,wind,avaConv,0.0621019825196098
h0026,DE,scr4,wind,avaConv,0.0706631143799019
h0027,DE,scr4,wind,avaConv,0.0846540419330484
h0028,DE,scr4,wind,avaConv,0.105985092261167
h0029,DE,scr4,wind,avaConv,0.132730031267811
h0030,DE,scr4,wind,avaConv,0.162761145084756
h0031,DE,scr4,wind,avaConv,0.192283841752024
h0032,DE,scr4,wind,avaConv,0.220506592340844
h0033,DE,scr4,wind,avaConv,0.262589682401416
h0034,DE,scr4,wind,avaConv,0.329461658178752
h0035,DE,scr4,wind,avaConv,0.37713310507213
h0036,DE,scr4,wind,avaConv,0.451051791673402
h0037,DE,scr4,wind,avaConv,0.502878502458808
h0038,DE,scr4,wind,avaConv,0.520811586267321
h0039,DE,scr4,wind,avaConv,0.458493726309706
h0040,DE,scr4,wind,avaConv,0.430194476738771
h0041,DE,scr4,wind,avaConv,0.570142410018136
h0042,DE,scr4,wind,avaConv,0.706702238686766
h0043,DE,scr4,wind,avaConv,0.775253851278834
h0044,DE,scr4,wind,avaConv,0.785796144084448
h0045,DE,scr4,wind,avaConv,0.787309204190774
h0046,DE,scr4,wind,avaConv,0.757823657985308
h0047,DE,scr4,wind,avaConv,0.725035396759542
h0048,DE,scr4,wind,avaConv,0.729282502743446
h0049,DE,scr4,wind,avaConv,0.759536242808783
h0050,DE,scr4,wind,avaConv,0.783676354565246
