timestep_2,carrier_1,region_4,parameter,value,comment,source
2045,spaceHeat,67MK,capaDem,1.629,,
2045,spaceHeat,68GR,capaDem,3.483,,
2045,spaceHeat,69GR,capaDem,5.01,,
2045,spaceHeat,70AL,capaDem,2.078,,
2045,spaceHeat,72DK,capaDem,5.787,,
2045,spaceHeat,73EE,capaDem,2.286,,
2045,spaceHeat,74FI,capaDem,1.823,,
2045,spaceHeat,75FI,capaDem,11.253,,
2045,spaceHeat,77LT,capaDem,3.445,,
2045,spaceHeat,78LV,capaDem,3.266,,
2045,spaceHeat,79NO,capaDem,0.855,,
2045,spaceHeat,80NO,capaDem,1.986,,
2045,spaceHeat,81NO,capaDem,3.087,,
2045,spaceHeat,82NO,capaDem,5.284,,
2045,spaceHeat,83NO,capaDem,1.639,,
2045,spaceHeat,84NO,capaDem,1.564,,
2045,spaceHeat,85NO,capaDem,0.218,,
2045,spaceHeat,86SE,capaDem,0.945,,
2045,spaceHeat,87SE,capaDem,2.989,,
2045,spaceHeat,88SE,capaDem,20.108,,
2045,spaceHeat,89SE,capaDem,5.425,,
2045,spaceHeat,90UK,capaDem,34.665,,
2045,spaceHeat,91UK,capaDem,7.749,,
2045,spaceHeat,92UK,capaDem,35.621,,
2045,spaceHeat,93UK,capaDem,10.014,,
2045,spaceHeat,94UK,capaDem,5.823,,
2045,spaceHeat,95UK,capaDem,2.979,,
2045,spaceHeat,96IE,capaDem,5.485,,
2045,spaceHeat,98IT,capaDem,2.695,,
2045,spaceHeat,99FR,capaDem,0.462,,
2050,spaceHeat,01ES,capaDem,1.958,,
2050,spaceHeat,02ES,capaDem,1.984,,
2050,spaceHeat,03ES,capaDem,1.323,,
2050,spaceHeat,04ES,capaDem,2.171,,
2050,spaceHeat,05ES,capaDem,0.929,,
2050,spaceHeat,06ES,capaDem,4.881,,
2050,spaceHeat,07ES,capaDem,4.602,,
2050,spaceHeat,08ES,capaDem,1.659,,
2050,spaceHeat,09ES,capaDem,2.946,,
2050,spaceHeat,10ES,capaDem,1.803,,
2050,spaceHeat,11ES,capaDem,4.774,,
2050,spaceHeat,12PT,capaDem,2.347,,
2050,spaceHeat,13PT,capaDem,1.896,,
2050,spaceHeat,14FR,capaDem,7.989,,
2050,spaceHeat,15FR,capaDem,4.692,,
2050,spaceHeat,16FR,capaDem,7.67,,
2050,spaceHeat,17FR,capaDem,6.996,,
2050,spaceHeat,18FR,capaDem,5.973,,
2050,spaceHeat,19FR,capaDem,5.654,,
2050,spaceHeat,20FR,capaDem,5.658,,
2050,spaceHeat,21FR,capaDem,7.704,,
2050,spaceHeat,22FR,capaDem,3.326,,
2050,spaceHeat,23FR,capaDem,18.777,,
2050,spaceHeat,24FR,capaDem,3.265,,
2050,spaceHeat,25FR,capaDem,9.011,,
2050,spaceHeat,26FR,capaDem,12.233,,
2050,spaceHeat,27FR,capaDem,1.46,,
2050,spaceHeat,28BE,capaDem,24.993,,
2050,spaceHeat,29LU,capaDem,1.397,,
2050,spaceHeat,30NL,capaDem,26.409,,
2050,spaceHeat,31DE,capaDem,25.251,,
2050,spaceHeat,32DE,capaDem,15.647,,
2050,spaceHeat,33DE,capaDem,33.016,,
2050,spaceHeat,34DE,capaDem,15.76,,
2050,spaceHeat,35DE,capaDem,21.549,,
2050,spaceHeat,36DE,capaDem,21.346,,
2050,spaceHeat,37DE,capaDem,25.479,,
2050,spaceHeat,38DK,capaDem,6.385,,
2050,spaceHeat,39CZ,capaDem,7.431,,
2050,spaceHeat,40CZ,capaDem,5.825,,
2050,spaceHeat,41PL,capaDem,8.673,,
2050,spaceHeat,42PL,capaDem,6.228,,
2050,spaceHeat,43PL,capaDem,8.434,,
2050,spaceHeat,44PL,capaDem,7.681,,
2050,spaceHeat,45PL,capaDem,5.841,,
2050,spaceHeat,46SK,capaDem,5.201,,
2050,spaceHeat,47CH,capaDem,12.08,,
2050,spaceHeat,48CH,capaDem,1.5,,
2050,spaceHeat,49AT,capaDem,3.308,,
2050,spaceHeat,50AT,capaDem,4.629,,
2050,spaceHeat,51AT,capaDem,6.119,,
2050,spaceHeat,52IT,capaDem,52.382,,
2050,spaceHeat,53IT,capaDem,9.911,,
2050,spaceHeat,54IT,capaDem,19.086,,
2050,spaceHeat,55IT,capaDem,10.098,,
2050,spaceHeat,56IT,capaDem,6.206,,
2050,spaceHeat,57SI,capaDem,2.435,,
2050,spaceHeat,58HU,capaDem,14.446,,
2050,spaceHeat,59RO,capaDem,3.056,,
2050,spaceHeat,60RO,capaDem,4.308,,
2050,spaceHeat,61RO,capaDem,3.494,,
2050,spaceHeat,62HR,capaDem,4.409,,
2050,spaceHeat,63BA,capaDem,2.123,,
2050,spaceHeat,64ME,capaDem,0.392,,
2050,spaceHeat,65RS,capaDem,3.909,,
2050,spaceHeat,66BG,capaDem,5.133,,
2050,spaceHeat,67MK,capaDem,1.424,,
2050,spaceHeat,68GR,capaDem,3.044,,
2050,spaceHeat,69GR,capaDem,4.378,,
2050,spaceHeat,70AL,capaDem,1.816,,
2050,spaceHeat,72DK,capaDem,5.057,,
2050,spaceHeat,73EE,capaDem,1.998,,
2050,spaceHeat,74FI,capaDem,1.593,,
2050,spaceHeat,75FI,capaDem,9.834,,
2050,spaceHeat,77LT,capaDem,3.011,,
2050,spaceHeat,78LV,capaDem,2.854,,
2050,spaceHeat,79NO,capaDem,0.747,,
2050,spaceHeat,80NO,capaDem,1.735,,
2050,spaceHeat,81NO,capaDem,2.698,,
2050,spaceHeat,82NO,capaDem,4.618,,
2050,spaceHeat,83NO,capaDem,1.432,,
2050,spaceHeat,84NO,capaDem,1.367,,
2050,spaceHeat,85NO,capaDem,0.191,,
2050,spaceHeat,86SE,capaDem,0.826,,
2050,spaceHeat,87SE,capaDem,2.612,,
2050,spaceHeat,88SE,capaDem,17.572,,
2050,spaceHeat,89SE,capaDem,4.741,,
2050,spaceHeat,90UK,capaDem,30.294,,
2050,spaceHeat,91UK,capaDem,6.772,,
2050,spaceHeat,92UK,capaDem,31.129,,
2050,spaceHeat,93UK,capaDem,8.751,,
2050,spaceHeat,94UK,capaDem,5.089,,
2050,spaceHeat,95UK,capaDem,2.603,,
2050,spaceHeat,96IE,capaDem,4.793,,
2050,spaceHeat,98IT,capaDem,2.355,,
2050,spaceHeat,99FR,capaDem,0.404,,
