timestep_1,region_1,technology_3,parameter,value
all,FR,rooftopResi,capaConvUp,372.528713
all,BE,rooftopResi,capaConvUp,48.65419487
all,NL,rooftopResi,capaConvUp,90.07572832
all,DE,rooftopResi,capaConvUp,397.4686577
all,AT,rooftopResi,capaConvUp,13.37
all,CH,rooftopResi,capaConvUp,8.56
all,LU,rooftopResi,capaConvUp,0.73
